Episode,timestep,reward1,reward2
1305685,1306800,-407.387,407.387
1309284,1310400,-64.0272,64.0272
1312878,1314000,-29.2062,29.2062
1316474,1317600,-144.0075,144.0075
1320070,1321200,281.7649,-281.7649
1323665,1324800,95.8439,-95.8439
1327261,1328400,162.2805,-162.2805
1330861,1332000,-20.7895,20.7895
1334458,1335600,-189.1033,189.1033
1338056,1339200,326.3708,-326.3708
1341654,1342800,251.055,-251.055
1345251,1346400,90.4562,-90.4562
1348843,1350000,207.3315,-207.3315
1352442,1353600,396.6255,-396.6255
1356038,1357200,-7.7812,7.7812
1359634,1360800,300.1601,-300.1601
1363232,1364400,-113.6128,113.6128
1366830,1368000,135.5933,-135.5933
1370426,1371600,331.1347,-331.1347
1374025,1375200,-242.8505,242.8505
1377624,1378800,-540.8508,540.8508
1381222,1382400,-679.9587,679.9587
1384818,1386000,-167.4899,167.4899
1388417,1389600,-373.6562,373.6562
1392016,1393200,-350.6925,350.6925
1395613,1396800,260.315,-260.315
1399209,1400400,298.2631,-298.2631
1402809,1404000,371.5647,-371.5647
1406408,1407600,-169.9017,169.9017
1410007,1411200,-138.8534,138.8534
1413606,1414800,-185.8792,185.8792
1417205,1418400,-84.419,84.419
1420803,1422000,33.5175,-33.5175
1424402,1425600,-498.1086,498.1086
1427996,1429200,189.5906,-189.5906
1431591,1432800,102.7251,-102.7251
1435191,1436400,225.8759,-225.8759
1438789,1440000,185.1735,-185.1735
1442389,1443600,215.3643,-215.3643
1445986,1447200,205.7398,-205.7398
1449580,1450800,-105.8545,105.8545
1453174,1454400,60.2812,-60.2812
1456769,1458000,49.9963,-49.9963
1460364,1461600,-258.9067,258.9067
1463958,1465200,-100.2446,100.2446
1467555,1468800,241.2896,-241.2896
1471150,1472400,-242.3553,242.3553
1474743,1476000,-54.0089,54.0089
1478341,1479600,217.6885,-217.6885
1481938,1483200,15.0625,-15.0625
1485534,1486800,-4.6367,4.6367
1489133,1490400,-93.5688,93.5688
1492729,1494000,-267.5858,267.5858
1496329,1497600,-588.3602,588.3602
1499924,1501200,-31.9023,31.9023
1503521,1504800,158.9692,-158.9692
1507118,1508400,-318.1742,318.1742
1510718,1512000,50.7257,-50.7257
1514315,1515600,-277.0356,277.0356
1517911,1519200,29.3748,-29.3748
1521502,1522800,59.9603,-59.9603
1525098,1526400,-368.3797,368.3797
1528697,1530000,111.7296,-111.7296
1532294,1533600,-383.1537,383.1537
1535892,1537200,-568.9491,568.9491
1539489,1540800,13.4162,-13.4162
1543088,1544400,-215.3289,215.3289
1546688,1548000,-436.4128,436.4128
1550283,1551600,225.1388,-225.1388
1553880,1555200,495.4468,-495.4468
1557477,1558800,-220.9106,220.9106
1561072,1562400,157.0305,-157.0305
1564670,1566000,88.0308,-88.0308
1568265,1569600,367.857,-367.857
1571860,1573200,42.7733,-42.7733
1575458,1576800,-53.1557,53.1557
1579054,1580400,294.9546,-294.9546
1582652,1584000,-165.8241,165.8241
1586248,1587600,-411.2025,411.2025
1589846,1591200,83.7143,-83.7143
1593443,1594800,96.8765,-96.8765
1597040,1598400,-72.3932,72.3932
1600635,1602000,21.9132,-21.9132
1604234,1605600,489.5698,-489.5698
1607830,1609200,367.2723,-367.2723
1611429,1612800,94.5474,-94.5474
1615025,1616400,489.4261,-489.4261
1618621,1620000,-88.3216,88.3216
1622220,1623600,-154.4745,154.4745
1625817,1627200,149.463,-149.463
1629417,1630800,-279.8444,279.8444
1633015,1634400,-430.118,430.118
1636612,1638000,188.6355,-188.6355
1640211,1641600,-81.1028,81.1028
1643804,1645200,446.3529,-446.3529
1647402,1648800,814.6831,-814.6831
1650997,1652400,-30.6045,30.6045
1654592,1656000,-181.3986,181.3986
1658185,1659600,-49.9599,49.9599
1661785,1663200,-192.5018,192.5018
1665382,1666800,-313.4196,313.4196
1668980,1670400,205.4152,-205.4152
1672577,1674000,333.4614,-333.4614
1676174,1677600,-235.8119,235.8119
1679773,1681200,-91.5173,91.5173
1683373,1684800,-516.5894,516.5894
1686971,1688400,-259.1087,259.1087
1690570,1692000,167.3657,-167.3657
1694163,1695600,-30.587,30.587
1697761,1699200,-27.5048,27.5048
1701357,1702800,140.7824,-140.7824
1704954,1706400,149.9797,-149.9797
1708549,1710000,448.8285,-448.8285
1712146,1713600,-79.0107,79.0107
1715745,1717200,-265.3376,265.3376
1719344,1720800,-610.4692,610.4692
1722937,1724400,-375.2472,375.2472
1726532,1728000,280.641,-280.641
1730132,1731600,87.3335,-87.3335
1733730,1735200,-413.9396,413.9396
1737322,1738800,220.385,-220.385
1740916,1742400,27.3252,-27.3252
1744514,1746000,310.8758,-310.8758
1748112,1749600,-273.2588,273.2588
1751710,1753200,144.675,-144.675
1755306,1756800,256.0247,-256.0247
1758904,1760400,195.3144,-195.3144
1762502,1764000,549.277,-549.277
1766098,1767600,-526.2217,526.2217
1769693,1771200,-263.9652,263.9652
1773289,1774800,458.7249,-458.7249
1776884,1778400,-60.4616,60.4616
1780479,1782000,-601.8144,601.8144
1784074,1785600,241.0326,-241.0326
1787670,1789200,-276.881,276.881
1791267,1792800,-230.4288,230.4288
1794858,1796400,81.0082,-81.0082
1798454,1800000,-293.0339,293.0339
1802053,1803600,131.5065,-131.5065
1805649,1807200,421.9218,-421.9218
1809246,1810800,430.8112,-430.8112
1812844,1814400,436.987,-436.987
1816440,1818000,186.5348,-186.5348
1820039,1821600,-459.8346,459.8346
1823635,1825200,295.663,-295.663
1827234,1828800,-137.9403,137.9403
1830828,1832400,-105.1253,105.1253
1834426,1836000,-27.9715,27.9715
1838024,1839600,-213.3201,213.3201
1841622,1843200,-537.0119,537.0119
1845216,1846800,-285.6367,285.6367
1848814,1850400,-36.5081,36.5081
1852411,1854000,-194.6704,194.6704
1856007,1857600,174.7797,-174.7797
1859606,1861200,-44.6681,44.6681
1863204,1864800,-219.0029,219.0029
1866800,1868400,-203.8955,203.8955
1870395,1872000,282.4893,-282.4893
1873991,1875600,241.5456,-241.5456
1877588,1879200,-22.4316,22.4316
1881183,1882800,-489.1914,489.1914
1884779,1886400,272.2411,-272.2411
1888377,1890000,-24.0972,24.0972
1891972,1893600,10.8279,-10.8279
1895564,1897200,-359.7656,359.7656
1899159,1900800,-266.837,266.837
1902756,1904400,59.5162,-59.5162
1906352,1908000,42.0783,-42.0783
1909950,1911600,492.6225,-492.6225
1913544,1915200,218.1992,-218.1992
1917142,1918800,-284.3973,284.3973
1920742,1922400,210.1917,-210.1917
1924342,1926000,-538.5014,538.5014
1927940,1929600,105.5371,-105.5371
1931536,1933200,-449.1576,449.1576
1935133,1936800,-101.6424,101.6424
1938730,1940400,-89.5473,89.5473
1942327,1944000,273.4552,-273.4552
1945921,1947600,-91.3306,91.3306
1949515,1951200,106.9205,-106.9205
1953115,1954800,-674.34,674.34
1956713,1958400,-91.785,91.785
1960306,1962000,208.7144,-208.7144
1963903,1965600,-326.5295,326.5295
1967498,1969200,417.8105,-417.8105
1971097,1972800,160.9391,-160.9391
1974689,1976400,307.2539,-307.2539
1978287,1980000,-384.3749,384.3749
1981881,1983600,-111.0869,111.0869
1985477,1987200,-257.9695,257.9695
1989072,1990800,12.6606,-12.6606
1992670,1994400,-462.8602,462.8602
1996269,1998000,316.8242,-316.8242
1999867,2001600,-286.3882,286.3882
2003462,2005200,-24.7865,24.7865
2007060,2008800,9.8208,-9.8208
2010657,2012400,476.5446,-476.5446
2014254,2016000,-454.8942,454.8942
2017850,2019600,185.3764,-185.3764
2021448,2023200,190.1123,-190.1123
2025042,2026800,-290.3186,290.3186
2028640,2030400,110.6705,-110.6705
2032236,2034000,124.4402,-124.4402
2035833,2037600,33.2572,-33.2572
2039430,2041200,-320.2779,320.2779
2043029,2044800,-47.6935,47.6935
2046626,2048400,-172.0882,172.0882
2050224,2052000,-17.0188,17.0188
2053818,2055600,-77.8434,77.8434
2057412,2059200,377.2045,-377.2045
2061009,2062800,-229.0349,229.0349
2064603,2066400,-511.4617,511.4617
2068198,2070000,-426.0375,426.0375
2071796,2073600,422.6169,-422.6169
2075394,2077200,327.7679,-327.7679
2078993,2080800,237.9982,-237.9982
2082588,2084400,273.3763,-273.3763
2086182,2088000,-87.6556,87.6556
2089778,2091600,10.0631,-10.0631
2093375,2095200,109.5936,-109.5936
2096969,2098800,-30.4289,30.4289
2100563,2102400,126.7853,-126.7853
2104158,2106000,695.0413,-695.0413
2107755,2109600,-3.5508,3.5508
2111352,2113200,-137.8732,137.8732
2114946,2116800,35.1236,-35.1236
2118542,2120400,333.5563,-333.5563
2122140,2124000,137.9,-137.9
2125737,2127600,109.65,-109.65
2129334,2131200,-258.2005,258.2005
2132931,2134800,324.5748,-324.5748
2136528,2138400,115.8259,-115.8259
2140126,2142000,361.4515,-361.4515
2143722,2145600,-125.9476,125.9476
2147322,2149200,-692.0965,692.0965
2150918,2152800,315.6625,-315.6625
2154516,2156400,-337.1079,337.1079
2158113,2160000,-110.8421,110.8421
2161712,2163600,-767.3069,767.3069
2165309,2167200,-284.5449,284.5449
2168904,2170800,-151.187,151.187
2172499,2174400,65.7824,-65.7824
2176097,2178000,538.0036,-538.0036
2179692,2181600,367.0298,-367.0298
2183289,2185200,52.8259,-52.8259
2186889,2188800,186.9115,-186.9115
2190486,2192400,16.7835,-16.7835
2194083,2196000,-136.1832,136.1832
2197681,2199600,-736.4012,736.4012
2201274,2203200,75.6443,-75.6443
2204871,2206800,152.3294,-152.3294
2208467,2210400,15.9019,-15.9019
2212063,2214000,170.752,-170.752
2215662,2217600,-36.7727,36.7727
2219261,2221200,-306.4265,306.4265
2222860,2224800,7.4779,-7.4779
2226460,2228400,373.535,-373.535
2230057,2232000,-30.6884,30.6884
2233650,2235600,-157.3266,157.3266
2237249,2239200,716.6331,-716.6331
2240842,2242800,73.6519,-73.6519
2244439,2246400,270.2501,-270.2501
2248038,2250000,14.5197,-14.5197
2251636,2253600,63.1265,-63.1265
2255230,2257200,437.3723,-437.3723
2258823,2260800,-19.5405,19.5405
2262419,2264400,580.4462,-580.4462
2266018,2268000,237.82,-237.82
2269615,2271600,527.9641,-527.9641
2273209,2275200,-252.2893,252.2893
2276806,2278800,-499.396,499.396
2280400,2282400,115.7201,-115.7201
2283993,2286000,-329.3931,329.3931
2287587,2289600,45.5575,-45.5575
2291186,2293200,-17.2921,17.2921
2294785,2296800,137.3293,-137.3293
2298384,2300400,-368.4893,368.4893
2301982,2304000,380.5115,-380.5115
2305581,2307600,375.192,-375.192
2309176,2311200,-374.9522,374.9522
2312772,2314800,321.6747,-321.6747
2316367,2318400,361.2896,-361.2896
2319963,2322000,-131.7459,131.7459
2323559,2325600,302.5246,-302.5246
2327156,2329200,-258.1755,258.1755
2330756,2332800,122.6737,-122.6737
2334352,2336400,66.2891,-66.2891
2337946,2340000,160.6354,-160.6354
2341542,2343600,205.3525,-205.3525
2345139,2347200,-191.6233,191.6233
2348731,2350800,-43.4796,43.4796
2352324,2354400,-397.7035,397.7035
2355923,2358000,-306.6961,306.6961
2359521,2361600,375.7759,-375.7759
2363115,2365200,-170.9789,170.9789
2366708,2368800,-320.9832,320.9832
2370303,2372400,-213.3896,213.3896
2373902,2376000,-251.4377,251.4377
2377501,2379600,-257.7601,257.7601
2381094,2383200,-49.0849,49.0849
2384690,2386800,380.7069,-380.7069
2388288,2390400,80.6542,-80.6542
2391883,2394000,152.9611,-152.9611
2395478,2397600,-272.2131,272.2131
2399077,2401200,834.1662,-834.1662
2402672,2404800,274.0923,-274.0923
2406268,2408400,41.8803,-41.8803
2409866,2412000,150.7039,-150.7039
2413466,2415600,350.332,-350.332
2417060,2419200,626.7413,-626.7413
2420658,2422800,-197.5953,197.5953
2424258,2426400,-533.2176,533.2176
2427856,2430000,-615.3206,615.3206
2431456,2433600,255.3535,-255.3535
2435048,2437200,209.3721,-209.3721
2438641,2440800,126.1409,-126.1409
2442240,2444400,483.7504,-483.7504
2445834,2448000,-193.1883,193.1883
2449427,2451600,-85.7078,85.7078
2453026,2455200,56.7963,-56.7963
2456619,2458800,-46.5296,46.5296
2460215,2462400,137.0006,-137.0006
2463814,2466000,552.9492,-552.9492
2467412,2469600,276.3117,-276.3117
2471006,2473200,156.8262,-156.8262
2474597,2476800,262.962,-262.962
2478193,2480400,64.7883,-64.7883
2481790,2484000,291.8166,-291.8166
2485386,2487600,-183.851,183.851
2488981,2491200,68.3221,-68.3221
2492578,2494800,196.365,-196.365
2496174,2498400,-34.3964,34.3964
2499774,2502000,-127.8764,127.8764
2503372,2505600,170.2936,-170.2936
2506971,2509200,16.0193,-16.0193
2510560,2512800,-24.685,24.685
2514154,2516400,308.8388,-308.8388
2517749,2520000,-398.4236,398.4236
2521344,2523600,-320.1244,320.1244
2524942,2527200,277.2137,-277.2137
2528540,2530800,240.8593,-240.8593
2532139,2534400,-645.6052,645.6052
2535732,2538000,-366.6513,366.6513
2539328,2541600,-302.1516,302.1516
2542926,2545200,7.0951,-7.0951
2546524,2548800,314.4979,-314.4979
2550120,2552400,274.1351,-274.1351
2553716,2556000,-144.4076,144.4076
2557314,2559600,-415.304,415.304
2560913,2563200,63.9568,-63.9568
2564509,2566800,202.833,-202.833
2568105,2570400,399.6651,-399.6651
2571701,2574000,-90.6706,90.6706
2575299,2577600,552.2675,-552.2675
2578898,2581200,465.8206,-465.8206
2582497,2584800,87.5467,-87.5467
2586094,2588400,-225.3773,225.3773
2589691,2592000,-476.6967,476.6967
2593286,2595600,-389.4098,389.4098
2596881,2599200,-143.1667,143.1667
2600478,2602800,195.7183,-195.7183
2604076,2606400,315.4913,-315.4913
2607670,2610000,-331.7981,331.7981
2611266,2613600,-125.3134,125.3134
2614860,2617200,-151.2124,151.2124
2618454,2620800,-24.3806,24.3806
2622051,2624400,218.8747,-218.8747
2625651,2628000,537.7529,-537.7529
2629247,2631600,123.4412,-123.4412
2632844,2635200,45.1121,-45.1121
2636442,2638800,-115.7699,115.7699
2640038,2642400,-596.8351,596.8351
2643630,2646000,103.9246,-103.9246
2647221,2649600,-171.6873,171.6873
2650815,2653200,188.7785,-188.7785
2654413,2656800,-205.3922,205.3922
2658012,2660400,101.0567,-101.0567
2661610,2664000,-128.3802,128.3802
2665206,2667600,317.9208,-317.9208
2668804,2671200,-491.1646,491.1646
2672400,2674800,4.0506,-4.0506
2675996,2678400,-319.1814,319.1814
2679593,2682000,56.9386,-56.9386
2683190,2685600,324.4216,-324.4216
2686789,2689200,121.1761,-121.1761
2690382,2692800,164.7335,-164.7335
2693976,2696400,174.8513,-174.8513
2697571,2700000,23.0624,-23.0624
2701171,2703600,298.188,-298.188
2704769,2707200,116.2353,-116.2353
2708367,2710800,109.4546,-109.4546
2711965,2714400,-27.48,27.48
2715562,2718000,261.9346,-261.9346
2719159,2721600,40.9757,-40.9757
2722752,2725200,55.3933,-55.3933
2726351,2728800,153.8274,-153.8274
2729942,2732400,265.5361,-265.5361
2733539,2736000,174.6951,-174.6951
2737137,2739600,-201.0789,201.0789
2740734,2743200,-96.5224,96.5224
2744329,2746800,-278.6796,278.6796
2747927,2750400,-358.7269,358.7269
2751526,2754000,161.9208,-161.9208
2755123,2757600,-110.9121,110.9121
2758722,2761200,-88.9653,88.9653
2762318,2764800,-219.711,219.711
2765911,2768400,192.7099,-192.7099
2769508,2772000,-169.3419,169.3419
2773102,2775600,-477.9963,477.9963
