Episode,timestep,reward1,reward2
3599,3600,-374.0333,374.0333
7196,7200,-383.2785,383.2785
10795,10800,505.1258,-505.1258
14391,14400,-263.0799,263.0799
17991,18000,85.8538,-85.8538
