Episode,timestep,reward1,reward2
2792443,2793600,-183.8672,183.8672
2796043,2797200,-107.9855,107.9855
2799642,2800800,-508.058,508.058
2803239,2804400,10.5964,-10.5964
2806835,2808000,36.2199,-36.2199
2810435,2811600,124.0066,-124.0066
2814035,2815200,91.3699,-91.3699
2817631,2818800,402.2328,-402.2328
2821231,2822400,277.8759,-277.8759
2824828,2826000,376.572,-376.572
2828426,2829600,-81.478,81.478
2832024,2833200,211.4575,-211.4575
2835621,2836800,85.1363,-85.1363
2839219,2840400,-21.0935,21.0935
2842818,2844000,344.6834,-344.6834
2846414,2847600,22.1698,-22.1698
2850011,2851200,-77.0125,77.0125
2853610,2854800,362.4479,-362.4479
2857209,2858400,394.2503,-394.2503
2860809,2862000,-223.1757,223.1757
2864409,2865600,-228.8072,228.8072
2868008,2869200,-178.3759,178.3759
2871607,2872800,-241.8026,241.8026
2875205,2876400,97.9404,-97.9404
2878804,2880000,411.5169,-411.5169
2882403,2883600,54.0226,-54.0226
2885998,2887200,-157.0556,157.0556
2889597,2890800,723.4149,-723.4149
2893196,2894400,25.5726,-25.5726
2896794,2898000,-165.5922,165.5922
2900393,2901600,-442.9199,442.9199
2903990,2905200,-573.9689,573.9689
2907589,2908800,-188.9439,188.9439
2911189,2912400,87.1785,-87.1785
2914788,2916000,-31.7602,31.7602
2918386,2919600,179.1325,-179.1325
2921985,2923200,541.1864,-541.1864
2925585,2926800,-56.2261,56.2261
2929180,2930400,-203.3505,203.3505
2932779,2934000,-140.2379,140.2379
2936379,2937600,122.2649,-122.2649
2939976,2941200,-430.3286,430.3286
2943575,2944800,98.0396,-98.0396
2947173,2948400,-2.9843,2.9843
2950772,2952000,394.4102,-394.4102
2954370,2955600,-627.0152,627.0152
2957967,2959200,166.1675,-166.1675
2961565,2962800,24.4656,-24.4656
2965160,2966400,-237.7008,237.7008
2968757,2970000,543.186,-543.186
2972356,2973600,263.2134,-263.2134
2975953,2977200,-101.8961,101.8961
2979550,2980800,-434.852,434.852
2983146,2984400,-409.8131,409.8131
2986745,2988000,242.1253,-242.1253
2990343,2991600,-27.6352,27.6352
2993943,2995200,354.9816,-354.9816
2997538,2998800,339.4511,-339.4511
