Episode,timestep,reward1,reward2
579388,579600,-227.6356,227.6356
582984,583200,101.7516,-101.7516
586583,586800,-146.1575,146.1575
590182,590400,224.3257,-224.3257
593781,594000,-366.6009,366.6009
597381,597600,-398.2251,398.2251
600979,601200,-256.6953,256.6953
604578,604800,149.2298,-149.2298
608176,608400,-49.1738,49.1738
611774,612000,-349.949,349.949
615374,615600,-366.5754,366.5754
618972,619200,562.5464,-562.5464
622570,622800,173.3273,-173.3273
626168,626400,546.5061,-546.5061
629765,630000,-37.5016,37.5016
633365,633600,7.5397,-7.5397
636965,637200,551.3697,-551.3697
640563,640800,297.2862,-297.2862
644162,644400,109.3538,-109.3538
647760,648000,-258.2588,258.2588
651359,651600,-180.7107,180.7107
654959,655200,-230.5544,230.5544
658559,658800,-152.2772,152.2772
662156,662400,-171.0782,171.0782
665755,666000,-171.1512,171.1512
669354,669600,69.6253,-69.6253
672954,673200,-142.4424,142.4424
676554,676800,-239.6835,239.6835
680154,680400,166.4184,-166.4184
683751,684000,216.2733,-216.2733
687349,687600,-600.827,600.827
690947,691200,-359.3884,359.3884
694547,694800,34.0907,-34.0907
698145,698400,-328.7283,328.7283
701745,702000,36.0014,-36.0014
705343,705600,78.7597,-78.7597
708941,709200,362.5289,-362.5289
712537,712800,301.2264,-301.2264
716137,716400,320.3007,-320.3007
719737,720000,-538.9936,538.9936
723335,723600,-184.2967,184.2967
726934,727200,201.199,-201.199
730533,730800,185.6233,-185.6233
734132,734400,119.9471,-119.9471
737730,738000,78.9587,-78.9587
741328,741600,130.3985,-130.3985
744927,745200,-527.0549,527.0549
748526,748800,85.8478,-85.8478
752123,752400,-513.9646,513.9646
755719,756000,-178.1858,178.1858
759317,759600,-110.2477,110.2477
762917,763200,-673.0184,673.0184
766514,766800,420.8222,-420.8222
770113,770400,505.3572,-505.3572
773710,774000,283.5765,-283.5765
777309,777600,-3.124,3.124
780907,781200,92.1553,-92.1553
784505,784800,152.0129,-152.0129
788104,788400,361.7578,-361.7578
791704,792000,-350.3368,350.3368
795301,795600,330.8917,-330.8917
798898,799200,-82.9792,82.9792
802498,802800,-440.4436,440.4436
806095,806400,169.3011,-169.3011
809694,810000,678.3603,-678.3603
813294,813600,-543.7638,543.7638
816891,817200,106.7077,-106.7077
820488,820800,-77.9621,77.9621
824087,824400,-214.8514,214.8514
827687,828000,202.5218,-202.5218
831286,831600,232.5826,-232.5826
834885,835200,341.457,-341.457
838484,838800,393.4654,-393.4654
842084,842400,103.8894,-103.8894
845682,846000,141.991,-141.991
849282,849600,86.5507,-86.5507
852881,853200,86.2835,-86.2835
856480,856800,-98.1406,98.1406
860080,860400,-599.169,599.169
863678,864000,400.3317,-400.3317
867274,867600,-68.3618,68.3618
870871,871200,-145.2241,145.2241
874471,874800,-312.6577,312.6577
878067,878400,55.1731,-55.1731
881666,882000,522.8632,-522.8632
885264,885600,51.5257,-51.5257
888864,889200,555.7749,-555.7749
892463,892800,-389.9392,389.9392
896061,896400,-566.943,566.943
899660,900000,-310.3719,310.3719
903257,903600,160.774,-160.774
906856,907200,68.6413,-68.6413
910455,910800,-140.6839,140.6839
914055,914400,-99.8214,99.8214
917654,918000,404.3628,-404.3628
921251,921600,328.5199,-328.5199
924851,925200,-52.8426,52.8426
928447,928800,-385.1451,385.1451
932047,932400,126.8878,-126.8878
935646,936000,-570.8299,570.8299
939246,939600,217.0986,-217.0986
942846,943200,749.0022,-749.0022
946445,946800,-515.4579,515.4579
950045,950400,-35.9558,35.9558
953643,954000,-142.4604,142.4604
957242,957600,-696.8096,696.8096
960840,961200,-512.9247,512.9247
964440,964800,-588.8426,588.8426
968038,968400,-449.8896,449.8896
971638,972000,-628.2823,628.2823
975238,975600,-533.2482,533.2482
978837,979200,-571.6497,571.6497
982436,982800,-256.0531,256.0531
986033,986400,280.0949,-280.0949
989631,990000,-115.0376,115.0376
993228,993600,-333.5962,333.5962
996825,997200,43.6245,-43.6245
1000425,1000800,-210.9596,210.9596
1004022,1004400,309.5158,-309.5158
1007622,1008000,585.6584,-585.6584
1011221,1011600,-342.63,342.63
1014820,1015200,-667.9125,667.9125
1018419,1018800,336.3642,-336.3642
1022018,1022400,-271.1731,271.1731
1025617,1026000,-166.9502,166.9502
1029217,1029600,485.9553,-485.9553
1032816,1033200,50.5741,-50.5741
1036411,1036800,12.8579,-12.8579
1040010,1040400,141.2806,-141.2806
1043608,1044000,378.5467,-378.5467
1047205,1047600,81.5376,-81.5376
1050804,1051200,453.8548,-453.8548
1054401,1054800,-263.803,263.803
1057997,1058400,238.4197,-238.4197
1061595,1062000,281.956,-281.956
1065193,1065600,-159.6657,159.6657
1068793,1069200,-141.8867,141.8867
1072390,1072800,119.2195,-119.2195
1075990,1076400,217.0934,-217.0934
1079588,1080000,78.4328,-78.4328
1083187,1083600,-364.6192,364.6192
1086785,1087200,-416.0615,416.0615
1090384,1090800,153.9129,-153.9129
1093983,1094400,-240.7359,240.7359
1097582,1098000,106.198,-106.198
1101181,1101600,374.0331,-374.0331
1104780,1105200,-159.7786,159.7786
1108380,1108800,140.8497,-140.8497
1111979,1112400,-333.8979,333.8979
1115578,1116000,353.3293,-353.3293
1119176,1119600,-86.3781,86.3781
1122776,1123200,-129.7157,129.7157
1126374,1126800,90.0983,-90.0983
1129974,1130400,237.4582,-237.4582
1133571,1134000,-101.765,101.765
1137171,1137600,-15.9792,15.9792
1140768,1141200,117.2156,-117.2156
1144364,1144800,208.6019,-208.6019
1147960,1148400,-437.5558,437.5558
1151559,1152000,-361.2808,361.2808
1155157,1155600,-434.5661,434.5661
1158756,1159200,379.5442,-379.5442
1162356,1162800,-54.1449,54.1449
1165956,1166400,35.8157,-35.8157
1169555,1170000,-174.0788,174.0788
1173153,1173600,42.505,-42.505
1176752,1177200,-205.6113,205.6113
1180351,1180800,165.133,-165.133
1183947,1184400,93.3035,-93.3035
1187543,1188000,-200.3266,200.3266
1191143,1191600,82.9863,-82.9863
1194739,1195200,72.724,-72.724
1198337,1198800,-287.677,287.677
1201937,1202400,136.913,-136.913
1205535,1206000,437.1333,-437.1333
1209135,1209600,773.889,-773.889
1212735,1213200,-86.9358,86.9358
1216334,1216800,122.2379,-122.2379
1219930,1220400,195.7931,-195.7931
1223529,1224000,-368.5988,368.5988
1227124,1227600,-201.8389,201.8389
1230723,1231200,-575.327,575.327
1234321,1234800,-315.0421,315.0421
1237919,1238400,35.9773,-35.9773
1241519,1242000,532.2057,-532.2057
1245119,1245600,-234.6399,234.6399
1248716,1249200,-328.8406,328.8406
1252312,1252800,248.1709,-248.1709
1255911,1256400,-397.6381,397.6381
1259509,1260000,108.6195,-108.6195
1263109,1263600,-590.396,590.396
1266708,1267200,187.4608,-187.4608
1270308,1270800,-124.3566,124.3566
1273907,1274400,-79.823,79.823
1277505,1278000,-77.9869,77.9869
1281104,1281600,-257.1862,257.1862
1284704,1285200,249.7748,-249.7748
1288303,1288800,-157.2952,157.2952
1291902,1292400,-161.6269,161.6269
1295502,1296000,63.7328,-63.7328
1299102,1299600,-432.2203,432.2203
1302701,1303200,164.7947,-164.7947
1306301,1306800,204.9343,-204.9343
1309898,1310400,-557.4018,557.4018
1313497,1314000,414.6236,-414.6236
1317094,1317600,238.1389,-238.1389
1320693,1321200,125.9618,-125.9618
1324292,1324800,-367.4621,367.4621
1327891,1328400,218.8064,-218.8064
1331490,1332000,-283.8095,283.8095
1335089,1335600,287.5673,-287.5673
1338687,1339200,-362.6998,362.6998
1342284,1342800,-161.516,161.516
1345884,1346400,423.0429,-423.0429
1349482,1350000,571.5544,-571.5544
1353081,1353600,99.1059,-99.1059
1356680,1357200,-94.7502,94.7502
1360276,1360800,193.0769,-193.0769
1363876,1364400,-517.7075,517.7075
1367474,1368000,-151.9862,151.9862
1371073,1371600,298.1973,-298.1973
1374672,1375200,-269.0543,269.0543
1378270,1378800,99.3959,-99.3959
1381867,1382400,-2.4452,2.4452
1385464,1386000,7.532,-7.532
1389062,1389600,-247.291,247.291
1392661,1393200,-106.1957,106.1957
1396259,1396800,-133.6785,133.6785
1399857,1400400,-0.5895,0.5895
1403454,1404000,275.4938,-275.4938
1407054,1407600,-338.3979,338.3979
1410654,1411200,-619.419,619.419
1414252,1414800,74.7152,-74.7152
1417852,1418400,-864.1699,864.1699
1421450,1422000,-447.4108,447.4108
1425049,1425600,-177.3191,177.3191
1428648,1429200,395.181,-395.181
1432247,1432800,274.5231,-274.5231
1435847,1436400,439.3785,-439.3785
1439447,1440000,-55.2995,55.2995
1443046,1443600,-13.6926,13.6926
1446646,1447200,-512.4311,512.4311
1450243,1450800,-122.4351,122.4351
1453842,1454400,193.4506,-193.4506
1457440,1458000,-132.1343,132.1343
1461040,1461600,400.2893,-400.2893
1464638,1465200,-69.7718,69.7718
1468237,1468800,19.9963,-19.9963
1471829,1472400,213.43,-213.43
1475428,1476000,481.1042,-481.1042
1479026,1479600,397.0645,-397.0645
1482624,1483200,183.53,-183.53
1486222,1486800,561.6535,-561.6535
1489818,1490400,219.2981,-219.2981
1493418,1494000,92.9452,-92.9452
1497017,1497600,-87.5654,87.5654
1500614,1501200,-325.7491,325.7491
1504210,1504800,40.075,-40.075
1507807,1508400,279.3629,-279.3629
1511407,1512000,418.279,-418.279
1515003,1515600,-114.9568,114.9568
1518602,1519200,-576.1512,576.1512
1522200,1522800,275.6198,-275.6198
1525799,1526400,577.8547,-577.8547
1529398,1530000,-361.4557,361.4557
1532998,1533600,-518.1615,518.1615
1536597,1537200,-208.9422,208.9422
1540196,1540800,-1.0755,1.0755
1543796,1544400,368.2498,-368.2498
1547394,1548000,162.972,-162.972
1550994,1551600,-519.2259,519.2259
1554592,1555200,-559.5887,559.5887
1558187,1558800,50.8384,-50.8384
1561785,1562400,248.2305,-248.2305
1565384,1566000,45.956,-45.956
1568983,1569600,-725.9403,725.9403
1572582,1573200,21.4871,-21.4871
1576182,1576800,-843.7254,843.7254
1579781,1580400,9.4269,-9.4269
1583376,1584000,322.7752,-322.7752
1586976,1587600,268.1705,-268.1705
1590572,1591200,109.5712,-109.5712
1594172,1594800,-458.8397,458.8397
1597771,1598400,-487.2977,487.2977
1601369,1602000,104.282,-104.282
1604969,1605600,207.839,-207.839
1608569,1609200,-34.1624,34.1624
1612169,1612800,-342.3076,342.3076
1615768,1616400,361.6369,-361.6369
1619361,1620000,217.2244,-217.2244
1622955,1623600,-335.0981,335.0981
1626554,1627200,98.6283,-98.6283
1630154,1630800,-244.3308,244.3308
1633752,1634400,-489.4213,489.4213
1637352,1638000,-267.3896,267.3896
1640950,1641600,246.0901,-246.0901
1644546,1645200,92.3622,-92.3622
1648143,1648800,428.8778,-428.8778
1651743,1652400,-480.2871,480.2871
1655343,1656000,-255.6157,255.6157
1658943,1659600,-443.2462,443.2462
1662541,1663200,-410.265,410.265
1666140,1666800,-240.1363,240.1363
1669738,1670400,606.3341,-606.3341
1673337,1674000,504.7628,-504.7628
1676936,1677600,-35.4231,35.4231
1680534,1681200,-539.2154,539.2154
1684133,1684800,-385.5384,385.5384
1687733,1688400,376.0633,-376.0633
1691333,1692000,-575.2226,575.2226
1694933,1695600,81.8894,-81.8894
1698530,1699200,574.6909,-574.6909
1702127,1702800,240.8297,-240.8297
1705726,1706400,70.5997,-70.5997
1709326,1710000,223.0633,-223.0633
1712924,1713600,247.2863,-247.2863
1716522,1717200,216.8476,-216.8476
1720122,1720800,-99.02,99.02
1723721,1724400,-593.9329,593.9329
1727319,1728000,-46.1889,46.1889
1730917,1731600,-504.3643,504.3643
1734517,1735200,-720.9718,720.9718
1738116,1738800,-117.8601,117.8601
1741712,1742400,59.6489,-59.6489
1745311,1746000,-394.5608,394.5608
1748910,1749600,305.6086,-305.6086
1752507,1753200,172.1815,-172.1815
1756107,1756800,323.6354,-323.6354
1759707,1760400,-185.8295,185.8295
1763307,1764000,-437.6149,437.6149
1766907,1767600,546.265,-546.265
1770505,1771200,-122.5654,122.5654
1774105,1774800,43.5315,-43.5315
1777704,1778400,115.3357,-115.3357
1781303,1782000,434.1479,-434.1479
1784902,1785600,404.6567,-404.6567
1788502,1789200,-554.1097,554.1097
1792101,1792800,-99.2692,99.2692
1795698,1796400,-128.6114,128.6114
1799296,1800000,192.0045,-192.0045
1802896,1803600,-273.0025,273.0025
1806496,1807200,-222.5862,222.5862
1810095,1810800,-64.3852,64.3852
1813694,1814400,-278.5367,278.5367
1817293,1818000,-134.077,134.077
1820892,1821600,-171.1317,171.1317
1824490,1825200,-351.7848,351.7848
1828087,1828800,109.1923,-109.1923
1831686,1832400,134.8251,-134.8251
1835285,1836000,-506.0987,506.0987
1838884,1839600,203.767,-203.767
1842484,1843200,427.3675,-427.3675
1846084,1846800,-39.844,39.844
1849678,1850400,293.9983,-293.9983
1853270,1854000,41.0945,-41.0945
1856869,1857600,-284.4999,284.4999
1860467,1861200,-298.7924,298.7924
1864067,1864800,-396.0799,396.0799
1867667,1868400,-590.4465,590.4465
1871266,1872000,318.9435,-318.9435
1874865,1875600,-393.3599,393.3599
1878464,1879200,-329.748,329.748
1882064,1882800,-42.9913,42.9913
1885663,1886400,-141.4247,141.4247
1889261,1890000,-228.8042,228.8042
1892860,1893600,297.6992,-297.6992
1896460,1897200,5.982,-5.982
1900059,1900800,-440.7394,440.7394
1903659,1904400,-204.7671,204.7671
1907258,1908000,-41.5811,41.5811
1910858,1911600,-275.8832,275.8832
1914457,1915200,-254.9843,254.9843
1918055,1918800,-67.7851,67.7851
1921655,1922400,330.6473,-330.6473
1925251,1926000,249.0231,-249.0231
1928850,1929600,77.263,-77.263
1932450,1933200,423.4286,-423.4286
1936046,1936800,-301.0057,301.0057
1939644,1940400,88.9743,-88.9743
1943243,1944000,200.9589,-200.9589
1946842,1947600,334.8943,-334.8943
1950441,1951200,339.192,-339.192
1954038,1954800,62.3219,-62.3219
1957637,1958400,-294.0086,294.0086
1961232,1962000,426.817,-426.817
1964832,1965600,294.0162,-294.0162
1968429,1969200,-61.1916,61.1916
1972026,1972800,-342.2083,342.2083
1975623,1976400,-437.4432,437.4432
1979221,1980000,-143.6134,143.6134
1982819,1983600,77.2932,-77.2932
1986418,1987200,165.8508,-165.8508
1990016,1990800,-153.0325,153.0325
1993613,1994400,-310.576,310.576
1997212,1998000,-45.3377,45.3377
2000810,2001600,115.0679,-115.0679
2004408,2005200,-734.359,734.359
2008006,2008800,231.2668,-231.2668
2011603,2012400,-345.7267,345.7267
2015200,2016000,-0.4807,0.4807
2018799,2019600,-135.7096,135.7096
2022399,2023200,207.0458,-207.0458
2025998,2026800,-240.3692,240.3692
2029594,2030400,192.1442,-192.1442
2033191,2034000,-71.3664,71.3664
2036790,2037600,285.2764,-285.2764
2040390,2041200,-44.7327,44.7327
2043989,2044800,32.5948,-32.5948
2047586,2048400,-80.503,80.503
2051183,2052000,213.4841,-213.4841
2054780,2055600,426.6062,-426.6062
2058378,2059200,250.5954,-250.5954
2061976,2062800,-22.7299,22.7299
2065572,2066400,267.5101,-267.5101
2069171,2070000,-581.2629,581.2629
2072769,2073600,-28.0926,28.0926
2076369,2077200,65.7418,-65.7418
2079966,2080800,-340.9173,340.9173
2083563,2084400,319.9082,-319.9082
2087162,2088000,219.4218,-219.4218
2090761,2091600,234.2696,-234.2696
2094360,2095200,125.4901,-125.4901
2097959,2098800,197.1537,-197.1537
2101559,2102400,-27.7946,27.7946
2105158,2106000,11.0222,-11.0222
2108756,2109600,-424.9045,424.9045
2112355,2113200,332.9492,-332.9492
2115954,2116800,5.0579,-5.0579
2119554,2120400,622.719,-622.719
2123152,2124000,-51.6526,51.6526
2126751,2127600,-422.7263,422.7263
2130350,2131200,-137.7669,137.7669
2133948,2134800,-99.5305,99.5305
2137547,2138400,-621.8438,621.8438
2141146,2142000,118.7735,-118.7735
2144741,2145600,340.8802,-340.8802
2148340,2149200,-664.7699,664.7699
2151936,2152800,43.6211,-43.6211
2155535,2156400,-170.3438,170.3438
2159135,2160000,169.4574,-169.4574
2162731,2163600,-87.303,87.303
2166330,2167200,-17.1314,17.1314
2169928,2170800,216.4058,-216.4058
2173527,2174400,-82.4206,82.4206
2177125,2178000,545.4806,-545.4806
2180725,2181600,380.8735,-380.8735
2184324,2185200,591.9174,-591.9174
2187923,2188800,21.3846,-21.3846
2191520,2192400,402.8266,-402.8266
2195116,2196000,351.3408,-351.3408
2198713,2199600,-459.7545,459.7545
2202312,2203200,-438.2295,438.2295
2205910,2206800,115.3601,-115.3601
2209509,2210400,252.503,-252.503
2213106,2214000,300.393,-300.393
2216704,2217600,219.4736,-219.4736
2220304,2221200,-67.0739,67.0739
2223904,2224800,-299.1727,299.1727
2227502,2228400,-59.6998,59.6998
2231102,2232000,-294.757,294.757
2234699,2235600,128.7538,-128.7538
2238297,2239200,12.676,-12.676
2241897,2242800,52.6401,-52.6401
2245494,2246400,123.5661,-123.5661
2249092,2250000,-92.2,92.2
2252692,2253600,-25.9762,25.9762
2256285,2257200,-32.8577,32.8577
2259882,2260800,-279.2804,279.2804
2263481,2264400,74.6483,-74.6483
2267080,2268000,-168.2591,168.2591
2270679,2271600,-726.5182,726.5182
2274278,2275200,-34.9796,34.9796
2277878,2278800,-524.905,524.905
2281477,2282400,-711.7155,711.7155
2285075,2286000,257.9257,-257.9257
2288674,2289600,-99.8927,99.8927
2292272,2293200,-644.9818,644.9818
2295871,2296800,-99.4441,99.4441
2299466,2300400,6.9473,-6.9473
2303065,2304000,-126.658,126.658
2306664,2307600,-763.0108,763.0108
2310262,2311200,-124.7857,124.7857
2313861,2314800,-468.9044,468.9044
2317458,2318400,-497.8345,497.8345
2321058,2322000,-459.9189,459.9189
2324657,2325600,-356.5668,356.5668
2328256,2329200,-614.4568,614.4568
2331852,2332800,-104.3606,104.3606
2335452,2336400,82.6554,-82.6554
2339052,2340000,-219.2925,219.2925
2342651,2343600,575.2546,-575.2546
2346251,2347200,-230.9677,230.9677
2349850,2350800,-61.624,61.624
2353448,2354400,-323.7773,323.7773
2357047,2358000,475.8125,-475.8125
2360641,2361600,-140.375,140.375
2364240,2365200,-309.8392,309.8392
2367839,2368800,38.674,-38.674
2371437,2372400,97.9145,-97.9145
2375035,2376000,-215.799,215.799
2378633,2379600,318.3413,-318.3413
2382231,2383200,-167.9127,167.9127
2385828,2386800,297.8225,-297.8225
2389428,2390400,-543.5717,543.5717
2393028,2394000,362.0384,-362.0384
2396626,2397600,-87.903,87.903
2400226,2401200,-68.2081,68.2081
2403825,2404800,-386.6566,386.6566
2407422,2408400,-493.3303,493.3303
2411020,2412000,46.6423,-46.6423
2414617,2415600,163.1235,-163.1235
2418213,2419200,-265.8321,265.8321
2421811,2422800,-426.6635,426.6635
2425408,2426400,280.8773,-280.8773
2429003,2430000,218.6458,-218.6458
2432603,2433600,-622.1307,622.1307
2436201,2437200,9.2029,-9.2029
2439801,2440800,187.8949,-187.8949
2443400,2444400,86.0727,-86.0727
2446999,2448000,422.3875,-422.3875
2450598,2451600,-119.1452,119.1452
2454197,2455200,-26.3725,26.3725
2457796,2458800,-385.1897,385.1897
2461396,2462400,-235.3149,235.3149
2464995,2466000,-292.1424,292.1424
2468591,2469600,-438.4198,438.4198
2472189,2473200,369.4061,-369.4061
2475788,2476800,-528.4236,528.4236
2479387,2480400,141.1315,-141.1315
2482987,2484000,112.9384,-112.9384
2486587,2487600,-19.0005,19.0005
2490186,2491200,7.5738,-7.5738
2493785,2494800,-194.2205,194.2205
2497385,2498400,68.6306,-68.6306
2500984,2502000,510.519,-510.519
2504582,2505600,-439.1623,439.1623
2508182,2509200,455.423,-455.423
2511781,2512800,266.8417,-266.8417
2515381,2516400,-161.2353,161.2353
2518979,2520000,299.0732,-299.0732
2522577,2523600,-65.7082,65.7082
2526174,2527200,-158.5068,158.5068
2529770,2530800,-601.7089,601.7089
2533369,2534400,-111.6314,111.6314
2536967,2538000,-310.0338,310.0338
2540562,2541600,411.5422,-411.5422
2544160,2545200,-562.6981,562.6981
2547758,2548800,197.1797,-197.1797
2551357,2552400,-347.7313,347.7313
2554955,2556000,373.7169,-373.7169
2558552,2559600,-196.131,196.131
2562152,2563200,-76.1057,76.1057
2565752,2566800,167.1986,-167.1986
2569352,2570400,120.6434,-120.6434
2572952,2574000,504.7657,-504.7657
2576549,2577600,-108.015,108.015
2580149,2581200,187.884,-187.884
2583748,2584800,-268.473,268.473
2587348,2588400,327.5504,-327.5504
2590948,2592000,121.346,-121.346
2594548,2595600,-82.264,82.264
2598148,2599200,787.709,-787.709
2601747,2602800,399.8772,-399.8772
2605345,2606400,-192.7161,192.7161
2608944,2610000,-134.4532,134.4532
2612544,2613600,-347.2066,347.2066
2616143,2617200,-297.7969,297.7969
2619740,2620800,-195.145,195.145
2623338,2624400,492.9926,-492.9926
2626937,2628000,-156.5194,156.5194
2630534,2631600,-151.0536,151.0536
2634131,2635200,273.1409,-273.1409
2637729,2638800,35.5409,-35.5409
2641326,2642400,226.3651,-226.3651
2644925,2646000,163.3915,-163.3915
2648523,2649600,197.5665,-197.5665
2652121,2653200,441.4311,-441.4311
2655719,2656800,585.9397,-585.9397
2659316,2660400,149.8846,-149.8846
2662914,2664000,-309.1278,309.1278
2666514,2667600,-97.4163,97.4163
2670113,2671200,534.0661,-534.0661
2673711,2674800,-52.2756,52.2756
2677311,2678400,-374.5856,374.5856
2680905,2682000,-171.8808,171.8808
2684500,2685600,-220.3738,220.3738
2688100,2689200,183.6805,-183.6805
2691697,2692800,531.442,-531.442
2695295,2696400,481.635,-481.635
2698892,2700000,-446.5603,446.5603
2702491,2703600,-158.9939,158.9939
2706089,2707200,-598.1398,598.1398
2709687,2710800,211.2561,-211.2561
2713285,2714400,-75.2089,75.2089
2716885,2718000,-523.3083,523.3083
2720484,2721600,530.1161,-530.1161
2724083,2725200,-49.9428,49.9428
2727681,2728800,-61.0305,61.0305
2731281,2732400,82.6206,-82.6206
2734881,2736000,-423.2052,423.2052
2738477,2739600,-281.926,281.926
2742072,2743200,119.9578,-119.9578
2745672,2746800,-90.314,90.314
2749270,2750400,0.554,-0.554
2752868,2754000,-366.467,366.467
2756465,2757600,-70.0896,70.0896
2760065,2761200,-296.8284,296.8284
2763664,2764800,-225.7353,225.7353
2767259,2768400,-120.1216,120.1216
2770856,2772000,-41.6431,41.6431
2774453,2775600,-530.5667,530.5667
2778053,2779200,292.073,-292.073
2781649,2782800,249.5309,-249.5309
2785247,2786400,220.36,-220.36
2788847,2790000,-260.536,260.536
