Episode,timestep,reward1,reward2
518065,518400,-389.5554,389.5554
521665,522000,-108.4961,108.4961
525265,525600,197.0019,-197.0019
528861,529200,382.014,-382.014
532461,532800,170.2569,-170.2569
536058,536400,401.1928,-401.1928
539654,540000,-106.8503,106.8503
543254,543600,-189.3503,189.3503
546851,547200,443.6708,-443.6708
550451,550800,-662.755,662.755
554047,554400,-148.4292,148.4292
557646,558000,-0.4261,0.4261
561243,561600,-55.123,55.123
564838,565200,-3.4229,3.4229
568436,568800,-332.6713,332.6713
572034,572400,-76.9901,76.9901
575632,576000,300.9869,-300.9869
579231,579600,26.9762,-26.9762
582831,583200,109.1451,-109.1451
586427,586800,441.8024,-441.8024
590022,590400,-172.4856,172.4856
593620,594000,162.2268,-162.2268
597216,597600,-43.655,43.655
600815,601200,-204.3394,204.3394
604412,604800,-91.2759,91.2759
608012,608400,154.9981,-154.9981
611610,612000,213.9697,-213.9697
615206,615600,271.5693,-271.5693
618804,619200,421.319,-421.319
622404,622800,291.2373,-291.2373
625999,626400,-461.0927,461.0927
629598,630000,-232.2244,232.2244
633198,633600,21.3624,-21.3624
636797,637200,-327.8421,327.8421
640392,640800,-122.6278,122.6278
643988,644400,123.9103,-123.9103
647587,648000,40.6188,-40.6188
651184,651600,236.9502,-236.9502
654783,655200,-311.4431,311.4431
658378,658800,-608.0858,608.0858
661977,662400,-354.7227,354.7227
665576,666000,-60.8565,60.8565
669176,669600,596.6079,-596.6079
672771,673200,-13.9234,13.9234
676367,676800,288.4975,-288.4975
679966,680400,478.7264,-478.7264
683565,684000,10.6343,-10.6343
687164,687600,0.4347,-0.4347
690764,691200,414.3123,-414.3123
694360,694800,296.264,-296.264
697956,698400,30.4085,-30.4085
701550,702000,-66.0884,66.0884
705150,705600,146.2171,-146.2171
708749,709200,-55.1224,55.1224
712344,712800,-65.1338,65.1338
715943,716400,-336.8797,336.8797
719539,720000,136.3847,-136.3847
723135,723600,-73.1034,73.1034
726730,727200,-446.388,446.388
730329,730800,337.2706,-337.2706
733925,734400,224.8658,-224.8658
737521,738000,-511.1298,511.1298
741117,741600,67.472,-67.472
744714,745200,437.6183,-437.6183
748311,748800,-459.0547,459.0547
751911,752400,590.8733,-590.8733
755511,756000,344.4816,-344.4816
759108,759600,83.4205,-83.4205
762705,763200,-302.2002,302.2002
766303,766800,-240.2852,240.2852
769901,770400,373.9986,-373.9986
773501,774000,395.1448,-395.1448
777101,777600,410.6153,-410.6153
780697,781200,374.7925,-374.7925
784296,784800,210.4197,-210.4197
787896,788400,-276.8345,276.8345
791495,792000,409.992,-409.992
795095,795600,490.9065,-490.9065
798694,799200,512.0089,-512.0089
802293,802800,293.1191,-293.1191
805892,806400,-227.2064,227.2064
809490,810000,-176.2848,176.2848
813088,813600,20.4122,-20.4122
816686,817200,-458.3851,458.3851
820286,820800,-287.0458,287.0458
823881,824400,202.2784,-202.2784
827478,828000,80.0124,-80.0124
831076,831600,-44.2507,44.2507
834676,835200,-424.5439,424.5439
838270,838800,-61.1527,61.1527
841867,842400,502.7599,-502.7599
845466,846000,-53.8918,53.8918
849064,849600,-10.1738,10.1738
852660,853200,404.8041,-404.8041
856259,856800,747.8524,-747.8524
859858,860400,-114.1198,114.1198
863454,864000,-11.6421,11.6421
867051,867600,158.982,-158.982
870648,871200,-307.4623,307.4623
874241,874800,-29.4866,29.4866
877838,878400,88.0043,-88.0043
881437,882000,437.6046,-437.6046
885034,885600,55.338,-55.338
888634,889200,-17.907,17.907
892232,892800,200.9399,-200.9399
895829,896400,263.5596,-263.5596
899423,900000,59.8615,-59.8615
903019,903600,352.8999,-352.8999
906618,907200,-216.3649,216.3649
910216,910800,-353.0328,353.0328
913813,914400,-115.9172,115.9172
917410,918000,-185.6495,185.6495
921008,921600,181.6536,-181.6536
924608,925200,-392.291,392.291
928206,928800,400.4971,-400.4971
931802,932400,-380.2592,380.2592
935397,936000,3.0455,-3.0455
938997,939600,172.8345,-172.8345
942597,943200,189.0139,-189.0139
946195,946800,130.608,-130.608
949789,950400,-321.565,321.565
953384,954000,157.0035,-157.0035
956981,957600,-204.8173,204.8173
960576,961200,-8.9737,8.9737
964174,964800,-284.2733,284.2733
967769,968400,-80.9553,80.9553
971367,972000,-446.9554,446.9554
974966,975600,19.9088,-19.9088
978563,979200,-311.1718,311.1718
982160,982800,358.4848,-358.4848
985754,986400,219.7102,-219.7102
989350,990000,-175.6835,175.6835
992948,993600,138.1127,-138.1127
996546,997200,-365.8485,365.8485
1000143,1000800,207.9827,-207.9827
1003742,1004400,556.5211,-556.5211
1007333,1008000,-274.0447,274.0447
1010928,1011600,-228.3741,228.3741
1014528,1015200,241.4879,-241.4879
1018125,1018800,243.4813,-243.4813
1021721,1022400,58.049,-58.049
1025319,1026000,-229.9506,229.9506
1028916,1029600,230.8355,-230.8355
1032515,1033200,-270.5699,270.5699
1036110,1036800,137.9566,-137.9566
1039706,1040400,-208.0413,208.0413
1043305,1044000,-496.9663,496.9663
1046905,1047600,275.7993,-275.7993
1050503,1051200,-1.4909,1.4909
1054103,1054800,-248.5508,248.5508
1057701,1058400,256.4459,-256.4459
1061300,1062000,63.258,-63.258
1064898,1065600,-3.5045,3.5045
1068495,1069200,-339.399,339.399
1072091,1072800,216.1017,-216.1017
1075688,1076400,211.6997,-211.6997
1079288,1080000,30.0171,-30.0171
1082888,1083600,-187.2097,187.2097
1086487,1087200,-370.4861,370.4861
1090087,1090800,174.7953,-174.7953
1093685,1094400,-95.3436,95.3436
1097280,1098000,-96.8525,96.8525
1100880,1101600,-366.6799,366.6799
1104478,1105200,26.7942,-26.7942
1108076,1108800,235.0895,-235.0895
1111674,1112400,-83.0506,83.0506
1115265,1116000,129.4693,-129.4693
1118864,1119600,-588.5536,588.5536
1122462,1123200,-329.0422,329.0422
1126061,1126800,145.5098,-145.5098
1129661,1130400,308.7787,-308.7787
1133261,1134000,546.8953,-546.8953
1136855,1137600,-425.2996,425.2996
1140452,1141200,-50.0523,50.0523
1144050,1144800,-384.0694,384.0694
1147649,1148400,-263.9117,263.9117
1151247,1152000,119.5631,-119.5631
1154845,1155600,215.6112,-215.6112
1158442,1159200,421.4624,-421.4624
1162039,1162800,79.6909,-79.6909
1165636,1166400,-254.1214,254.1214
1169233,1170000,80.7358,-80.7358
1172832,1173600,-258.3531,258.3531
1176429,1177200,-18.0887,18.0887
1180022,1180800,-145.0321,145.0321
1183620,1184400,12.0356,-12.0356
1187218,1188000,-309.2812,309.2812
1190816,1191600,413.0813,-413.0813
1194413,1195200,207.5236,-207.5236
1198009,1198800,416.141,-416.141
1201607,1202400,51.3833,-51.3833
1205203,1206000,34.8313,-34.8313
1208802,1209600,-253.9465,253.9465
1212401,1213200,154.3806,-154.3806
1215998,1216800,-152.4359,152.4359
1219597,1220400,-544.0559,544.0559
1223195,1224000,-80.7675,80.7675
1226793,1227600,-163.3988,163.3988
1230392,1231200,40.2811,-40.2811
1233988,1234800,101.5555,-101.5555
1237586,1238400,547.3965,-547.3965
1241185,1242000,445.7995,-445.7995
1244785,1245600,545.2126,-545.2126
1248382,1249200,307.7562,-307.7562
1251977,1252800,213.8766,-213.8766
1255575,1256400,-63.5763,63.5763
1259172,1260000,-347.433,347.433
1262771,1263600,56.3978,-56.3978
1266368,1267200,82.38,-82.38
1269967,1270800,-73.1359,73.1359
1273565,1274400,358.6561,-358.6561
1277162,1278000,155.5002,-155.5002
1280759,1281600,-56.5919,56.5919
1284357,1285200,-335.2171,335.2171
1287953,1288800,387.523,-387.523
1291551,1292400,-122.659,122.659
1295145,1296000,368.5288,-368.5288
1298742,1299600,-197.039,197.039
1302342,1303200,-617.2938,617.2938
1305942,1306800,152.8222,-152.8222
1309538,1310400,316.3768,-316.3768
1313134,1314000,362.7448,-362.7448
1316734,1317600,363.5278,-363.5278
1320331,1321200,-67.5987,67.5987
1323931,1324800,400.6456,-400.6456
1327531,1328400,14.7324,-14.7324
1331129,1332000,504.2484,-504.2484
1334726,1335600,462.2721,-462.2721
1338323,1339200,435.2619,-435.2619
1341920,1342800,-60.4065,60.4065
1345513,1346400,-50.2111,50.2111
1349112,1350000,317.1182,-317.1182
1352709,1353600,136.8466,-136.8466
1356308,1357200,438.9809,-438.9809
1359905,1360800,276.854,-276.854
1363501,1364400,125.2458,-125.2458
1367096,1368000,-554.8512,554.8512
1370695,1371600,301.1621,-301.1621
1374294,1375200,-462.9209,462.9209
1377893,1378800,-177.5853,177.5853
1381493,1382400,-86.8874,86.8874
1385090,1386000,-215.3902,215.3902
1388690,1389600,220.4448,-220.4448
1392290,1393200,85.8228,-85.8228
1395889,1396800,288.9002,-288.9002
1399489,1400400,-593.9691,593.9691
1403085,1404000,162.9656,-162.9656
1406683,1407600,-639.8695,639.8695
1410282,1411200,176.1791,-176.1791
1413881,1414800,-451.0065,451.0065
1417477,1418400,-315.614,315.614
1421075,1422000,593.2471,-593.2471
1424671,1425600,550.7449,-550.7449
1428271,1429200,347.3013,-347.3013
1431869,1432800,94.9728,-94.9728
1435466,1436400,-686.5668,686.5668
1439064,1440000,274.0131,-274.0131
1442662,1443600,-121.5216,121.5216
1446261,1447200,-246.8748,246.8748
1449860,1450800,117.887,-117.887
1453459,1454400,35.7331,-35.7331
1457056,1458000,-229.1484,229.1484
1460652,1461600,-233.7645,233.7645
1464249,1465200,-423.6308,423.6308
1467849,1468800,-9.0131,9.0131
1471446,1472400,109.6894,-109.6894
1475042,1476000,80.4436,-80.4436
1478639,1479600,394.9936,-394.9936
1482238,1483200,163.6802,-163.6802
1485835,1486800,-237.9007,237.9007
1489435,1490400,-415.6069,415.6069
1493032,1494000,254.5248,-254.5248
1496632,1497600,408.4563,-408.4563
1500232,1501200,378.4967,-378.4967
1503831,1504800,-20.2449,20.2449
1507427,1508400,-252.7403,252.7403
1511025,1512000,256.2408,-256.2408
1514622,1515600,-536.0259,536.0259
1518220,1519200,-297.3792,297.3792
1521818,1522800,455.5806,-455.5806
1525413,1526400,327.2588,-327.2588
1529013,1530000,-241.045,241.045
1532612,1533600,-90.7321,90.7321
1536211,1537200,55.5057,-55.5057
1539809,1540800,-581.2437,581.2437
1543409,1544400,52.852,-52.852
1547002,1548000,13.6141,-13.6141
1550598,1551600,-92.5856,92.5856
1554196,1555200,54.2659,-54.2659
1557796,1558800,419.2189,-419.2189
1561392,1562400,-21.3602,21.3602
1564990,1566000,-51.2838,51.2838
1568588,1569600,427.5722,-427.5722
1572180,1573200,187.2993,-187.2993
1575776,1576800,192.8058,-192.8058
1579373,1580400,-413.6393,413.6393
1582972,1584000,186.8662,-186.8662
1586569,1587600,201.7316,-201.7316
1590166,1591200,-41.1327,41.1327
1593763,1594800,-5.619,5.619
1597359,1598400,-133.8766,133.8766
1600958,1602000,294.1806,-294.1806
1604553,1605600,433.7542,-433.7542
1608149,1609200,-187.6683,187.6683
1611748,1612800,582.7107,-582.7107
1615344,1616400,-3.2289,3.2289
1618944,1620000,85.0341,-85.0341
1622542,1623600,-109.6069,109.6069
1626136,1627200,-31.3761,31.3761
1629734,1630800,148.8098,-148.8098
1633331,1634400,179.653,-179.653
1636930,1638000,-34.9477,34.9477
1640529,1641600,73.0243,-73.0243
1644129,1645200,242.6443,-242.6443
1647729,1648800,-386.949,386.949
1651326,1652400,422.0697,-422.0697
1654925,1656000,167.5268,-167.5268
1658524,1659600,-286.4819,286.4819
1662124,1663200,242.2841,-242.2841
1665721,1666800,20.6057,-20.6057
1669320,1670400,-35.946,35.946
1672919,1674000,20.4464,-20.4464
1676514,1677600,203.6257,-203.6257
1680112,1681200,21.6837,-21.6837
1683709,1684800,313.1099,-313.1099
1687307,1688400,-156.9348,156.9348
1690902,1692000,-59.9802,59.9802
1694496,1695600,193.017,-193.017
1698094,1699200,-186.6607,186.6607
1701692,1702800,-3.5157,3.5157
1705292,1706400,264.3601,-264.3601
1708890,1710000,83.8273,-83.8273
1712485,1713600,-202.7731,202.7731
1716084,1717200,-37.5727,37.5727
1719683,1720800,367.4785,-367.4785
1723282,1724400,150.3667,-150.3667
1726878,1728000,212.2748,-212.2748
1730471,1731600,-257.5829,257.5829
1734070,1735200,300.7803,-300.7803
1737670,1738800,-113.9764,113.9764
1741268,1742400,151.3978,-151.3978
1744864,1746000,7.7689,-7.7689
1748460,1749600,-477.0327,477.0327
1752060,1753200,31.5724,-31.5724
1755657,1756800,297.4054,-297.4054
1759257,1760400,-546.2123,546.2123
1762849,1764000,269.4922,-269.4922
1766449,1767600,747.7902,-747.7902
1770048,1771200,-103.9767,103.9767
1773648,1774800,372.6634,-372.6634
1777243,1778400,-90.4538,90.4538
1780843,1782000,171.924,-171.924
1784442,1785600,103.3676,-103.3676
1788040,1789200,106.9572,-106.9572
1791637,1792800,-263.4257,263.4257
1795234,1796400,70.6003,-70.6003
1798834,1800000,165.2326,-165.2326
1802432,1803600,-436.6777,436.6777
1806031,1807200,-311.2784,311.2784
1809631,1810800,-181.2526,181.2526
1813227,1814400,343.8889,-343.8889
1816824,1818000,344.1411,-344.1411
1820424,1821600,-289.6154,289.6154
1824022,1825200,-12.5015,12.5015
1827621,1828800,158.4804,-158.4804
1831220,1832400,273.8735,-273.8735
1834817,1836000,519.5939,-519.5939
1838412,1839600,112.6528,-112.6528
1842009,1843200,318.5739,-318.5739
1845609,1846800,-28.3594,28.3594
1849208,1850400,-221.4646,221.4646
1852808,1854000,-564.2877,564.2877
1856406,1857600,167.8127,-167.8127
1860005,1861200,76.8382,-76.8382
1863605,1864800,-286.4907,286.4907
1867205,1868400,36.8087,-36.8087
1870802,1872000,-89.683,89.683
1874401,1875600,209.8513,-209.8513
1877999,1879200,170.8148,-170.8148
1881597,1882800,557.1261,-557.1261
1885195,1886400,290.9819,-290.9819
1888794,1890000,387.3513,-387.3513
1892392,1893600,-611.5643,611.5643
1895991,1897200,213.1475,-213.1475
1899588,1900800,-524.7616,524.7616
1903187,1904400,77.3474,-77.3474
1906785,1908000,692.1616,-692.1616
1910385,1911600,-327.4995,327.4995
1913984,1915200,427.8589,-427.8589
1917582,1918800,352.6214,-352.6214
1921177,1922400,-131.2705,131.2705
1924777,1926000,-696.1595,696.1595
1928374,1929600,8.6233,-8.6233
1931970,1933200,-164.408,164.408
1935568,1936800,-272.1156,272.1156
1939168,1940400,-202.2975,202.2975
1942767,1944000,-519.3723,519.3723
1946366,1947600,126.7396,-126.7396
1949964,1951200,79.2451,-79.2451
1953560,1954800,-350.7396,350.7396
1957159,1958400,-188.7545,188.7545
1960753,1962000,-250.8665,250.8665
1964347,1965600,-421.9211,421.9211
1967943,1969200,-382.0352,382.0352
1971541,1972800,49.7907,-49.7907
1975141,1976400,37.1603,-37.1603
1978741,1980000,-191.1088,191.1088
1982340,1983600,-6.2826,6.2826
1985939,1987200,-15.8811,15.8811
1989539,1990800,-131.6857,131.6857
1993138,1994400,-100.759,100.759
1996738,1998000,44.2175,-44.2175
2000337,2001600,-9.5495,9.5495
2003936,2005200,-69.5211,69.5211
2007534,2008800,-122.6608,122.6608
2011132,2012400,-301.8562,301.8562
2014732,2016000,182.2555,-182.2555
2018332,2019600,-646.5975,646.5975
2021930,2023200,-531.5237,531.5237
2025529,2026800,5.0996,-5.0996
2029129,2030400,-472.6266,472.6266
2032726,2034000,-205.7757,205.7757
2036323,2037600,255.7052,-255.7052
2039920,2041200,97.0733,-97.0733
2043520,2044800,-230.9123,230.9123
2047119,2048400,344.7809,-344.7809
2050719,2052000,375.5958,-375.5958
2054319,2055600,518.5126,-518.5126
2057916,2059200,-482.6325,482.6325
2061515,2062800,321.8561,-321.8561
2065112,2066400,154.0766,-154.0766
2068711,2070000,-633.2956,633.2956
2072306,2073600,-99.5826,99.5826
2075904,2077200,62.2747,-62.2747
2079502,2080800,303.9745,-303.9745
2083099,2084400,-447.5415,447.5415
2086698,2088000,-460.5794,460.5794
2090296,2091600,-208.0925,208.0925
2093890,2095200,-191.6259,191.6259
2097485,2098800,198.6149,-198.6149
2101079,2102400,-162.7756,162.7756
2104676,2106000,244.4076,-244.4076
2108275,2109600,335.8201,-335.8201
2111874,2113200,180.1156,-180.1156
2115468,2116800,-578.8932,578.8932
2119067,2120400,471.9272,-471.9272
2122667,2124000,407.2697,-407.2697
2126264,2127600,-264.535,264.535
2129863,2131200,-140.5098,140.5098
2133456,2134800,218.2114,-218.2114
2137055,2138400,-251.7087,251.7087
2140651,2142000,150.6937,-150.6937
2144249,2145600,298.6129,-298.6129
2147843,2149200,-337.8497,337.8497
2151442,2152800,176.0711,-176.0711
2155037,2156400,569.8674,-569.8674
2158635,2160000,81.2163,-81.2163
2162235,2163600,181.8245,-181.8245
2165834,2167200,-15.5336,15.5336
2169432,2170800,-205.8421,205.8421
2173030,2174400,-86.5203,86.5203
2176628,2178000,-30.549,30.549
2180221,2181600,-195.7599,195.7599
2183820,2185200,42.6201,-42.6201
2187417,2188800,172.9418,-172.9418
2191017,2192400,347.3572,-347.3572
2194615,2196000,257.4667,-257.4667
2198214,2199600,87.4463,-87.4463
2201812,2203200,-280.0029,280.0029
2205407,2206800,52.1792,-52.1792
2209006,2210400,-245.7825,245.7825
2212602,2214000,141.9158,-141.9158
2216202,2217600,70.2752,-70.2752
2219801,2221200,180.6691,-180.6691
2223400,2224800,-52.9023,52.9023
2226998,2228400,96.3434,-96.3434
2230595,2232000,-487.1978,487.1978
2234193,2235600,390.6086,-390.6086
2237788,2239200,-71.2659,71.2659
2241385,2242800,173.8793,-173.8793
2244985,2246400,-711.8202,711.8202
2248583,2250000,232.7341,-232.7341
2252182,2253600,-57.8389,57.8389
2255778,2257200,-294.8461,294.8461
2259376,2260800,154.4681,-154.4681
2262976,2264400,548.6592,-548.6592
2266572,2268000,213.3772,-213.3772
2270170,2271600,289.5167,-289.5167
2273766,2275200,483.914,-483.914
2277366,2278800,604.3632,-604.3632
2280965,2282400,229.7112,-229.7112
2284563,2286000,329.0741,-329.0741
2288162,2289600,305.3162,-305.3162
2291760,2293200,-199.255,199.255
2295358,2296800,-97.0736,97.0736
2298958,2300400,-234.8941,234.8941
2302556,2304000,248.3604,-248.3604
2306149,2307600,-76.5509,76.5509
2309745,2311200,328.08,-328.08
2313341,2314800,-115.7215,115.7215
2316937,2318400,222.4426,-222.4426
2320536,2322000,137.2878,-137.2878
2324133,2325600,211.8371,-211.8371
2327732,2329200,-472.7846,472.7846
2331332,2332800,-133.4238,133.4238
2334922,2336400,-441.0471,441.0471
2338521,2340000,-192.0944,192.0944
2342120,2343600,-235.2839,235.2839
2345719,2347200,-266.4964,266.4964
2349316,2350800,-459.0806,459.0806
2352915,2354400,-490.0935,490.0935
2356515,2358000,-149.7849,149.7849
2360113,2361600,-207.8697,207.8697
2363712,2365200,114.1232,-114.1232
2367311,2368800,-133.1262,133.1262
2370909,2372400,-33.6754,33.6754
2374506,2376000,-64.1111,64.1111
2378102,2379600,-97.3841,97.3841
2381702,2383200,463.0929,-463.0929
2385300,2386800,-237.9719,237.9719
2388900,2390400,-289.0694,289.0694
2392498,2394000,99.0871,-99.0871
2396095,2397600,-117.0772,117.0772
2399692,2401200,-141.8627,141.8627
2403290,2404800,-206.6123,206.6123
2406889,2408400,258.3044,-258.3044
2410488,2412000,445.1094,-445.1094
2414085,2415600,-248.4167,248.4167
2417683,2419200,-285.5849,285.5849
2421283,2422800,156.9886,-156.9886
2424880,2426400,-88.0161,88.0161
2428480,2430000,-535.3009,535.3009
2432080,2433600,157.9312,-157.9312
2435678,2437200,400.8754,-400.8754
2439275,2440800,99.891,-99.891
2442872,2444400,233.6511,-233.6511
2446470,2448000,-161.0865,161.0865
2450067,2451600,-204.5049,204.5049
2453666,2455200,-195.9981,195.9981
2457265,2458800,517.1671,-517.1671
2460865,2462400,386.4498,-386.4498
2464461,2466000,312.7531,-312.7531
2468060,2469600,-385.066,385.066
2471659,2473200,-404.3526,404.3526
2475259,2476800,-369.0121,369.0121
2478859,2480400,-22.3662,22.3662
2482456,2484000,280.9724,-280.9724
2486054,2487600,149.0845,-149.0845
2489649,2491200,-106.681,106.681
2493246,2494800,-395.3486,395.3486
2496846,2498400,-16.494,16.494
2500444,2502000,-12.61,12.61
2504042,2505600,-97.3774,97.3774
2507640,2509200,511.147,-511.147
2511235,2512800,-97.9133,97.9133
2514835,2516400,451.5102,-451.5102
2518435,2520000,-124.2063,124.2063
2522034,2523600,-292.3088,292.3088
2525630,2527200,-351.5277,351.5277
2529230,2530800,71.5938,-71.5938
2532827,2534400,-58.4965,58.4965
2536424,2538000,-132.8079,132.8079
2540020,2541600,-145.5374,145.5374
2543620,2545200,332.1695,-332.1695
2547215,2548800,380.321,-380.321
2550813,2552400,-170.1637,170.1637
2554413,2556000,221.1539,-221.1539
2558007,2559600,127.4227,-127.4227
2561604,2563200,307.7848,-307.7848
2565201,2566800,778.1502,-778.1502
2568796,2570400,-14.5134,14.5134
2572394,2574000,-189.5357,189.5357
2575993,2577600,-126.3623,126.3623
2579593,2581200,-50.2542,50.2542
2583192,2584800,25.9852,-25.9852
2586791,2588400,511.2383,-511.2383
2590387,2592000,318.4118,-318.4118
2593986,2595600,404.2172,-404.2172
2597584,2599200,-104.0542,104.0542
2601183,2602800,-389.3134,389.3134
2604781,2606400,-189.328,189.328
2608377,2610000,-77.484,77.484
2611977,2613600,159.2545,-159.2545
2615572,2617200,125.2617,-125.2617
2619170,2620800,-105.8397,105.8397
2622767,2624400,-207.2956,207.2956
2626362,2628000,-123.3636,123.3636
2629960,2631600,-280.8832,280.8832
2633559,2635200,-80.4636,80.4636
2637157,2638800,461.0642,-461.0642
2640755,2642400,-419.1416,419.1416
2644353,2646000,563.0704,-563.0704
2647948,2649600,231.868,-231.868
2651546,2653200,-64.3218,64.3218
2655144,2656800,-90.7602,90.7602
2658744,2660400,271.7648,-271.7648
2662337,2664000,404.1273,-404.1273
2665932,2667600,-508.8899,508.8899
2669531,2671200,-392.7753,392.7753
2673128,2674800,-490.1991,490.1991
2676727,2678400,305.4501,-305.4501
2680324,2682000,363.8781,-363.8781
2683922,2685600,28.4275,-28.4275
2687514,2689200,48.752,-48.752
2691113,2692800,-76.9959,76.9959
2694710,2696400,292.9685,-292.9685
2698308,2700000,233.4394,-233.4394
2701908,2703600,399.3279,-399.3279
2705507,2707200,513.8097,-513.8097
2709107,2710800,-201.2841,201.2841
2712705,2714400,55.8975,-55.8975
2716305,2718000,-100.8114,100.8114
2719902,2721600,569.2602,-569.2602
2723501,2725200,-247.0803,247.0803
2727099,2728800,-30.5169,30.5169
2730695,2732400,-369.9788,369.9788
2734294,2736000,303.9864,-303.9864
2737893,2739600,29.2419,-29.2419
2741491,2743200,179.5426,-179.5426
2745090,2746800,89.4837,-89.4837
2748688,2750400,-211.16,211.16
2752287,2754000,250.3796,-250.3796
2755884,2757600,-115.5912,115.5912
2759483,2761200,134.8822,-134.8822
2763082,2764800,72.6552,-72.6552
2766679,2768400,284.3209,-284.3209
2770277,2772000,348.1252,-348.1252
2773873,2775600,159.1828,-159.1828
