mass_A
t,x,y
1.633333333E0,-1.276294111E1,2.294264857E0
1.666666667E0,-1.273210321E1,2.325507902E0
1.700000000E0,-1.267910014E1,2.311325053E0
1.733333333E0,-1.268281057E1,2.310623790E0
1.766666667E0,-1.268431538E1,2.310247403E0
1.800000000E0,-1.255228462E1,2.340820549E0
1.833333333E0,-1.249488460E1,2.327592932E0
1.866666667E0,-1.249167288E1,2.326556176E0
1.900000000E0,-1.249017095E1,2.326097904E0
1.933333333E0,-1.235233386E1,2.353306528E0
1.966666667E0,-1.221726103E1,2.245345643E0
2.000000000E0,-1.221586022E1,2.246760605E0
2.033333333E0,-1.218205498E1,2.268083007E0
2.066666667E0,-1.214913075E1,2.338629343E0
2.100000000E0,-1.207594615E1,2.324588389E0
2.133333333E0,-1.199899221E1,2.264685434E0
2.166666667E0,-1.195588479E1,2.291775745E0
2.200000000E0,-1.190831128E1,2.323933119E0
2.233333333E0,-1.184224072E1,2.322128158E0
2.266666667E0,-1.176771230E1,2.291325546E0
2.300000000E0,-1.170785814E1,2.264364097E0
2.333333333E0,-1.166048865E1,2.287406192E0
2.366666667E0,-1.160150230E1,2.346071436E0
2.400000000E0,-1.160249007E1,2.342939198E0
2.433333333E0,-1.144812764E1,2.262065526E0
2.466666667E0,-1.139311528E1,2.264807077E0
2.500000000E0,-1.134388182E1,2.341346915E0
2.533333333E0,-1.134460837E1,2.340873623E0
2.566666667E0,-1.134478469E1,2.340587131E0
2.600000000E0,-1.111843119E1,2.251839910E0
2.633333333E0,-1.106715803E1,2.346130374E0
2.666666667E0,-1.106860084E1,2.343618021E0
2.700000000E0,-1.106942812E1,2.342326686E0
2.733333333E0,-1.082623730E1,2.221214119E0
2.766666667E0,-1.069057531E1,2.342076851E0
2.800000000E0,-1.069011157E1,2.341450067E0
2.833333333E0,-1.059890109E1,2.307980198E0
2.866666667E0,-1.052478823E1,2.254263798E0
2.900000000E0,-1.045822878E1,2.282731482E0
2.933333333E0,-1.038291476E1,2.310588133E0
2.966666667E0,-1.029144680E1,2.249757472E0
3.000000000E0,-1.021789524E1,2.221737109E0
3.033333333E0,-1.015432425E1,2.308279856E0
3.066666667E0,-1.006479115E1,2.345640953E0
3.100000000E0,-9.972019766E0,2.284197403E0
3.133333333E0,-9.887230491E0,2.205944458E0
3.166666667E0,-9.822666927E0,2.220704406E0
3.200000000E0,-9.821843485E0,2.219655404E0
3.233333333E0,-9.656121280E0,2.334129719E0
3.266666667E0,-9.556970023E0,2.304760800E0
3.300000000E0,-9.475790958E0,2.244760823E0
3.333333333E0,-9.473485809E0,2.246088636E0
3.366666667E0,-9.472243825E0,2.247002463E0
3.400000000E0,-9.234841031E0,2.280482114E0
3.433333333E0,-9.145671505E0,2.309785002E0
3.466666667E0,-9.147851875E0,2.309749688E0
3.500000000E0,-9.148884170E0,2.309701468E0
3.533333333E0,-8.901719010E0,2.214407793E0
3.566666667E0,-8.733886654E0,2.307544008E0
3.600000000E0,-8.736377267E0,2.308208043E0
3.633333333E0,-8.634949934E0,2.338814092E0
3.666666667E0,-8.540967404E0,2.303811347E0
3.700000000E0,-8.469373829E0,2.219702255E0
3.733333333E0,-8.393983805E0,2.215200081E0
3.766666667E0,-8.294197413E0,2.276176363E0
3.800000000E0,-8.193897221E0,2.329285283E0
3.833333333E0,-8.095575901E0,2.316555618E0
3.866666667E0,-8.023397465E0,2.245664018E0
3.900000000E0,-7.961073541E0,2.201440869E0
3.933333333E0,-7.859968162E0,2.249540579E0
3.966666667E0,-7.747662190E0,2.309028192E0
4.000000000E0,-7.747859302E0,2.309252271E0
4.033333333E0,-7.569078561E0,2.261354356E0
4.066666667E0,-7.514083195E0,2.203106732E0
4.100000000E0,-7.425267146E0,2.233951142E0
4.133333333E0,-7.426521011E0,2.233772844E0
4.166666667E0,-7.427141803E0,2.233656844E0
4.200000000E0,-7.125324679E0,2.258750875E0
4.233333333E0,-7.063862392E0,2.218883114E0
4.266666667E0,-7.063385103E0,2.218347436E0
4.300000000E0,-7.063032923E0,2.218297127E0
4.333333333E0,-6.754927942E0,2.284030709E0
4.366666667E0,-6.603189919E0,2.230132859E0
4.400000000E0,-6.603878034E0,2.231716601E0
4.433333333E0,-6.506399820E0,2.247814757E0
4.466666667E0,-6.394393146E0,2.264204889E0
4.500000000E0,-6.303620122E0,2.270854284E0
4.533333333E0,-6.220648505E0,2.244656508E0
4.566666667E0,-6.141536872E0,2.233514193E0
4.600000000E0,-6.051435626E0,2.250226529E0
4.633333333E0,-5.952092044E0,2.254907492E0
4.666666667E0,-5.856598987E0,2.248479981E0
4.700000000E0,-5.768094329E0,2.230142414E0
4.733333333E0,-5.690922062E0,2.247371806E0
4.766666667E0,-5.597802556E0,2.264118281E0
4.800000000E0,-5.598332800E0,2.264096525E0
4.833333333E0,-5.389298636E0,2.223420445E0
4.866666667E0,-5.308338648E0,2.223036003E0
4.900000000E0,-5.233410447E0,2.260457160E0
4.933333333E0,-5.233425405E0,2.262078494E0
4.966666667E0,-5.233435962E0,2.262778262E0
5.000000000E0,-4.932678043E0,2.204226300E0
5.033333333E0,-4.857893481E0,2.216802576E0
5.066666667E0,-4.855131931E0,2.217367510E0
5.100000000E0,-4.853988913E0,2.217671114E0
5.133333333E0,-4.572933703E0,2.230019856E0
5.166666667E0,-4.404381319E0,2.205862401E0
5.200000000E0,-4.407303867E0,2.204794971E0
5.233333333E0,-4.318754112E0,2.236691387E0
5.266666667E0,-4.215417717E0,2.266475692E0
5.300000000E0,-4.109474857E0,2.247539534E0
5.333333333E0,-4.028291871E0,2.196271542E0
5.366666667E0,-3.943727816E0,2.180508514E0
5.400000000E0,-3.851722343E0,2.226896829E0
5.433333333E0,-3.756632592E0,2.278679883E0
5.466666667E0,-3.656071243E0,2.257603691E0
5.500000000E0,-3.567548904E0,2.189134592E0
5.533333333E0,-3.486639411E0,2.175451202E0
5.566666667E0,-3.404232281E0,2.231734193E0
5.600000000E0,-3.404447689E0,2.232415244E0
5.633333333E0,-3.190956504E0,2.235501406E0
5.666666667E0,-3.111918812E0,2.175478174E0
5.700000000E0,-3.037901311E0,2.181172304E0
5.733333333E0,-3.038209357E0,2.184441600E0
5.766666667E0,-3.038407086E0,2.185846594E0
5.800000000E0,-2.744659414E0,2.214538503E0
5.833333333E0,-2.665189082E0,2.184157681E0
5.866666667E0,-2.661766652E0,2.185579761E0
5.900000000E0,-2.660134570E0,2.186398026E0
5.933333333E0,-2.376448889E0,2.244510267E0
5.966666667E0,-2.208033679E0,2.185822485E0
6.000000000E0,-2.204557926E0,2.186458026E0
6.033333333E0,-2.111589613E0,2.219419861E0
6.066666667E0,-2.013129584E0,2.261851469E0
6.100000000E0,-1.924946708E0,2.229675864E0
6.133333333E0,-1.834492348E0,2.186562595E0
6.166666667E0,-1.756484219E0,2.185298388E0
6.200000000E0,-1.659957746E0,2.232122687E0
6.233333333E0,-1.562010834E0,2.254265525E0
6.266666667E0,-1.464818749E0,2.217692973E0
6.300000000E0,-1.386913730E0,2.186673308E0
6.333333333E0,-1.313938324E0,2.189062991E0
6.366666667E0,-1.211497824E0,2.221845700E0
6.400000000E0,-1.210950975E0,2.220729461E0
6.433333333E0,-1.013131646E0,2.217721125E0
6.466666667E0,-9.472509504E-1,2.187088494E0
6.500000000E0,-8.588445059E-1,2.181130353E0
6.533333333E0,-8.590039611E-1,2.184185307E0
6.566666667E0,-8.591327837E-1,2.185614200E0
6.600000000E0,-5.776172789E-1,2.235725403E0
6.633333333E0,-4.962814561E-1,2.183421932E0
6.666666667E0,-4.953051193E-1,2.185126778E0
6.700000000E0,-4.947192084E-1,2.186044272E0
6.733333333E0,-2.026212224E-1,2.262390072E0
6.766666667E0,-3.824606703E-2,2.169607112E0
6.800000000E0,-3.758298339E-2,2.170994717E0
6.833333333E0,5.567601897E-2,2.171724846E0
6.866666667E0,1.463224443E-1,2.233757221E0
6.900000000E0,2.433187258E-1,2.266018532E0
6.933333333E0,3.289827045E-1,2.214861111E0
6.966666667E0,4.042814661E-1,2.154609759E0
7.000000000E0,4.949259603E-1,2.183991476E0
7.033333333E0,5.994091756E-1,2.253048045E0
7.066666667E0,7.003852551E-1,2.249202751E0
7.100000000E0,7.736319216E-1,2.188532598E0
7.133333333E0,8.455495926E-1,2.158136122E0
7.166666667E0,9.407947723E-1,2.198549538E0
7.200000000E0,9.401634573E-1,2.200679464E0
7.233333333E0,1.149928971E0,2.232222987E0
7.266666667E0,1.208740821E0,2.184593910E0
7.300000000E0,1.286259438E0,2.172239602E0
7.333333333E0,1.287846427E0,2.172427266E0
7.366666667E0,1.288564316E0,2.172439594E0
7.400000000E0,1.591897926E0,2.220567126E0
7.433333333E0,1.645050518E0,2.185687310E0
7.466666667E0,1.642672532E0,2.186491861E0
7.500000000E0,1.641615752E0,2.186952701E0
7.533333333E0,1.950979659E0,2.246156580E0
7.566666667E0,2.091189075E0,2.184589030E0
7.600000000E0,2.094067145E0,2.185745448E0
7.633333333E0,2.193448917E0,2.173953205E0
7.666666667E0,2.300366965E0,2.218745532E0
7.700000000E0,2.390907500E0,2.254123744E0
7.733333333E0,2.465072718E0,2.218020371E0
7.766666667E0,2.542202366E0,2.173175795E0
7.800000000E0,2.631686337E0,2.177248769E0
7.833333333E0,2.737550129E0,2.222391322E0
7.866666667E0,2.835278855E0,2.239689008E0
7.900000000E0,2.909006594E0,2.204766419E0
7.933333333E0,2.978350464E0,2.174374822E0
7.966666667E0,3.078294711E0,2.176452440E0
8.000000000E0,3.075896715E0,2.174581662E0
8.033333333E0,3.286414518E0,2.230079206E0
8.066666667E0,3.350897485E0,2.202131177E0
8.100000000E0,3.418300679E0,2.173432593E0
8.133333333E0,3.421075398E0,2.173230680E0
8.166666667E0,3.422035496E0,2.173002808E0
8.200000000E0,3.729847815E0,2.232466036E0
8.233333333E0,3.795832654E0,2.204523817E0
8.266666667E0,3.792629964E0,2.204021116E0
8.300000000E0,3.791197588E0,2.203714213E0
8.333333333E0,4.093205229E0,2.219140347E0
8.366666667E0,4.248499415E0,2.193653882E0
8.400000000E0,4.247691792E0,2.190996753E0
8.433333333E0,4.336152058E0,2.161812751E0
8.466666667E0,4.437210807E0,2.182535237E0
8.500000000E0,4.548828376E0,2.221511864E0
8.533333333E0,4.641674478E0,2.224818434E0
8.566666667E0,4.712544488E0,2.183703142E0
8.600000000E0,4.789101730E0,2.161466206E0
8.633333333E0,4.892163249E0,2.186339881E0
8.666666667E0,5.011840210E0,2.219000211E0
8.700000000E0,5.100315615E0,2.218330712E0
8.733333333E0,5.160808763E0,2.184679931E0
8.766666667E0,5.238512451E0,2.161157265E0
8.800000000E0,5.237772837E0,2.159747025E0
8.833333333E0,5.477981605E0,2.223625200E0
8.866666667E0,5.560671834E0,2.215784536E0
8.900000000E0,5.617616434E0,2.171221880E0
8.933333333E0,5.617776935E0,2.171716433E0
8.966666667E0,5.617819597E0,2.172034039E0
9.000000000E0,5.938848614E0,2.232536132E0
9.033333333E0,6.016688993E0,2.213445708E0
9.066666667E0,6.015700681E0,2.215355809E0
9.100000000E0,6.015157691E0,2.216428998E0
9.133333333E0,6.283792061E0,2.201527324E0
9.166666667E0,6.473056430E0,2.203047376E0
9.200000000E0,6.472481033E0,2.203066606E0
9.233333333E0,6.525412460E0,2.172077124E0
9.266666667E0,6.621951513E0,2.172671417E0
9.300000000E0,6.758070240E0,2.199163017E0
9.333333333E0,6.872614352E0,2.230104357E0
9.366666667E0,6.928394849E0,2.213272701E0
9.400000000E0,6.979688836E0,2.179172957E0
9.433333333E0,7.093191875E0,2.165433196E0
9.466666667E0,7.229691823E0,2.199291455E0
9.500000000E0,7.325010176E0,2.243877243E0
9.533333333E0,7.383794602E0,2.218628836E0
9.566666667E0,7.449309025E0,2.166218216E0
9.600000000E0,7.448367343E0,2.168831451E0
9.633333333E0,7.691328139E0,2.220580530E0
9.666666667E0,7.781785243E0,2.253427198E0
9.700000000E0,7.842618560E0,2.204173595E0
9.733333333E0,7.842764372E0,2.203775384E0
9.766666667E0,7.842866184E0,2.203499891E0
9.800000000E0,8.149951078E0,2.235739797E0
9.833333333E0,8.254221641E0,2.238327757E0
9.866666667E0,8.254190582E0,2.236428607E0
9.900000000E0,8.254335327E0,2.235333770E0
9.933333333E0,8.477077857E0,2.178577633E0
9.966666667E0,8.719526895E0,2.221206533E0
1.000000000E1,8.722954290E0,2.219785326E0
1.003333333E1,8.754369625E0,2.169281753E0
1.006666667E1,8.814954434E0,2.148737338E0
1.010000000E1,8.952194651E0,2.177196455E0
1.013333333E1,9.098541874E0,2.228365719E0
1.016666667E1,9.166411894E0,2.210043262E0
1.020000000E1,9.197961096E0,2.163948929E0
1.023333333E1,9.276179031E0,2.141733610E0
1.026666667E1,9.422999151E0,2.179256735E0
1.030000000E1,9.554486277E0,2.220457351E0
1.033333333E1,9.611407471E0,2.197187560E0
1.036666667E1,9.642128154E0,2.150968699E0
1.040000000E1,9.641899489E0,2.153888033E0
1.043333333E1,9.882562901E0,2.188727928E0
1.046666667E1,1.000434345E1,2.220973799E0
1.050000000E1,1.003996146E1,2.186844598E0
1.053333333E1,1.003901430E1,2.187131656E0
1.056666667E1,1.003852323E1,2.187333545E0
1.060000000E1,1.028577899E1,2.199553277E0
1.063333333E1,1.039351849E1,2.211925577E0
1.066666667E1,1.039069332E1,2.214631084E0
1.070000000E1,1.038960570E1,2.216072040E0
1.073333333E1,1.051165192E1,2.186693313E0
1.076666667E1,1.070307561E1,2.190102121E0
1.080000000E1,1.070559217E1,2.189211631E0
1.083333333E1,1.069247814E1,2.177862429E0
1.086666667E1,1.073843887E1,2.155377199E0
1.090000000E1,1.083771813E1,2.175436383E0
1.093333333E1,1.092584577E1,2.237619915E0
1.096666667E1,1.096231452E1,2.199855687E0
1.100000000E1,1.096870937E1,2.106677854E0
1.103333333E1,1.099908024E1,2.126595927E0
1.106666667E1,1.108842431E1,2.244376546E0
1.110000000E1,1.118545287E1,2.261743664E0
1.113333333E1,1.120100163E1,2.140614813E0
1.116666667E1,1.117175171E1,2.096775478E0
1.120000000E1,1.116877016E1,2.096577481E0
1.123333333E1,1.134109936E1,2.252915975E0
1.126666667E1,1.140421965E1,2.189850111E0
1.130000000E1,1.137544231E1,2.126967868E0
1.133333333E1,1.137683580E1,2.126899110E0
1.136666667E1,1.137757506E1,2.126862491E0
1.140000000E1,1.153690240E1,2.179277507E0
1.143333333E1,1.155782250E1,2.168304051E0
1.146666667E1,1.155952589E1,2.170306398E0
1.150000000E1,1.156043699E1,2.171248205E0
1.153333333E1,1.162824808E1,2.158082485E0
1.156666667E1,1.168341689E1,2.200213990E0
1.160000000E1,1.168358807E1,2.201278879E0
1.163333333E1,1.168304265E1,2.221782782E0
1.166666667E1,1.171352857E1,2.172314932E0
1.170000000E1,1.177034650E1,2.128349064E0
1.173333333E1,1.180338923E1,2.170247657E0
1.176666667E1,1.180450681E1,2.230969386E0
1.180000000E1,1.180430414E1,2.201341910E0
1.183333333E1,1.183455450E1,2.128203750E0
1.186666667E1,1.187081206E1,2.148362501E0
1.190000000E1,1.189738351E1,2.229958735E0
1.193333333E1,1.189920287E1,2.221755283E0
1.196666667E1,1.189886933E1,2.129372971E0
1.200000000E1,1.189831172E1,2.128362166E0
1.203333333E1,1.194020411E1,2.231644079E0
1.206666667E1,1.197832366E1,2.233400922E0
1.210000000E1,1.198844829E1,2.140566169E0
1.213333333E1,1.198843247E1,2.141050591E0
1.216666667E1,1.198848683E1,2.141377107E0
1.220000000E1,1.201618376E1,2.230708513E0
1.223333333E1,1.204592560E1,2.168228399E0
1.226666667E1,1.204734727E1,2.169743278E0
1.230000000E1,1.204815009E1,2.170706218E0
1.233333333E1,1.202828228E1,2.220971702E0
1.236666667E1,1.207449295E1,2.158261201E0
1.240000000E1,1.207674737E1,2.157767028E0
1.243333333E1,1.203608021E1,2.167900214E0
1.246666667E1,1.203583547E1,2.198613570E0
1.250000000E1,1.207553532E1,2.199995739E0
1.253333333E1,1.209571733E1,2.186150619E0
1.256666667E1,1.207246008E1,2.174046825E0
1.260000000E1,1.204345684E1,2.174147775E0
1.263333333E1,1.205189467E1,2.186943285E0
1.266666667E1,1.208372626E1,2.198451709E0
1.270000000E1,1.208739179E1,2.192555912E0
1.273333333E1,1.205488987E1,2.185094657E0
1.276666667E1,1.203727621E1,2.178583515E0
1.280000000E1,1.203641042E1,2.176317944E0
1.283333333E1,1.208035866E1,2.185456402E0
1.286666667E1,1.207846791E1,2.204462448E0
1.290000000E1,1.204983799E1,2.194290694E0
1.293333333E1,1.204973360E1,2.191157461E0
1.296666667E1,1.204967530E1,2.189743290E0
1.300000000E1,1.207986899E1,2.189348742E0
1.303333333E1,1.207466694E1,2.201445274E0
1.306666667E1,1.207678937E1,2.201987862E0
1.310000000E1,1.207796518E1,2.202355012E0
1.313333333E1,1.206356220E1,2.176254565E0
1.316666667E1,1.207596111E1,2.184622155E0
1.320000000E1,1.207750156E1,2.185900376E0
1.323333333E1,1.205969164E1,2.169789088E0
1.326666667E1,1.206062894E1,2.181629156E0
