mass_A
t,x,y
3.133333333E0,-7.519851674E0,2.360178700E0
3.166666667E0,-7.519492696E0,2.360855080E0
3.200000000E0,-7.213794563E0,2.309391058E0
3.233333333E0,-7.127209256E0,2.327294919E0
3.266666667E0,-7.125432945E0,2.329055690E0
3.300000000E0,-7.124436389E0,2.329988122E0
3.333333333E0,-6.840553410E0,2.351156212E0
3.366666667E0,-6.666039094E0,2.317541623E0
3.400000000E0,-6.665822607E0,2.317129587E0
3.433333333E0,-6.574160220E0,2.363210019E0
3.466666667E0,-6.466867138E0,2.390999736E0
3.500000000E0,-6.364596195E0,2.359467056E0
3.533333333E0,-6.274206649E0,2.306275047E0
3.566666667E0,-6.182341742E0,2.300612669E0
3.600000000E0,-6.085364917E0,2.361599512E0
3.633333333E0,-5.982830016E0,2.397289554E0
3.666666667E0,-5.888554199E0,2.361480703E0
3.700000000E0,-5.796421945E0,2.277170097E0
3.733333333E0,-5.702075935E0,2.273669446E0
3.766666667E0,-5.608256341E0,2.367436058E0
3.800000000E0,-5.609953249E0,2.366274689E0
3.833333333E0,-5.404851708E0,2.328586568E0
3.866666667E0,-5.312047021E0,2.240197189E0
3.900000000E0,-5.224162681E0,2.291122193E0
3.933333333E0,-5.221626741E0,2.287901318E0
3.966666667E0,-5.220122563E0,2.286827913E0
4.000000000E0,-4.915027616E0,2.282814917E0
4.033333333E0,-4.839715902E0,2.242826687E0
4.066666667E0,-4.838122644E0,2.241611732E0
4.100000000E0,-4.837427342E0,2.240952284E0
4.133333333E0,-4.518704760E0,2.334291296E0
4.166666667E0,-4.367335179E0,2.255353937E0
4.200000000E0,-4.365996798E0,2.255306314E0
4.233333333E0,-4.268113142E0,2.366494409E0
4.266666667E0,-4.135138287E0,2.382144974E0
4.300000000E0,-4.040377099E0,2.286876101E0
4.333333333E0,-3.978858063E0,2.208245730E0
4.366666667E0,-3.894154182E0,2.270152975E0
4.400000000E0,-3.768342818E0,2.392468384E0
4.433333333E0,-3.647423545E0,2.363279526E0
4.466666667E0,-3.570972057E0,2.241531356E0
4.500000000E0,-3.515036464E0,2.195594260E0
4.533333333E0,-3.412952988E0,2.311722929E0
4.566666667E0,-3.276495974E0,2.404348738E0
4.600000000E0,-3.278905123E0,2.406090826E0
4.633333333E0,-3.108680468E0,2.207831336E0
4.666666667E0,-3.043773832E0,2.211809767E0
4.700000000E0,-2.923248648E0,2.345348739E0
4.733333333E0,-2.920354418E0,2.345774441E0
4.766666667E0,-2.918776170E0,2.346028604E0
4.800000000E0,-2.641509878E0,2.192049170E0
4.833333333E0,-2.574274367E0,2.232725611E0
4.866666667E0,-2.576667557E0,2.235504506E0
4.900000000E0,-2.578316231E0,2.237253032E0
4.933333333E0,-2.218142257E0,2.239835894E0
4.966666667E0,-2.094808961E0,2.283950966E0
5.000000000E0,-2.094403133E0,2.284701970E0
5.033333333E0,-1.935649611E0,2.389723464E0
5.066666667E0,-1.800230572E0,2.320775700E0
5.100000000E0,-1.761044389E0,2.194249294E0
5.133333333E0,-1.729491444E0,2.199073439E0
5.166666667E0,-1.605206577E0,2.336901406E0
5.200000000E0,-1.423561868E0,2.368445492E0
5.233333333E0,-1.325901533E0,2.254849961E0
5.266666667E0,-1.319728991E0,2.177359239E0
5.300000000E0,-1.268088420E0,2.245413234E0
5.333333333E0,-1.091795929E0,2.363882053E0
5.366666667E0,-9.332547917E-1,2.333881232E0
5.400000000E0,-9.339709104E-1,2.332943084E0
5.433333333E0,-8.729467838E-1,2.183817719E0
5.466666667E0,-7.790812929E-1,2.276271838E0
5.500000000E0,-5.796738111E-1,2.356879406E0
5.533333333E0,-5.825426335E-1,2.358582417E0
5.566666667E0,-5.834795493E-1,2.359865463E0
5.600000000E0,-4.148698608E-1,2.206945374E0
5.633333333E0,-2.669024783E-1,2.306221843E0
5.666666667E0,-2.661014145E-1,2.304491386E0
5.700000000E0,-2.656287970E-1,2.303362632E0
5.733333333E0,-4.040551164E-3,2.178287713E0
5.766666667E0,2.382263616E-1,2.326781951E0
5.800000000E0,2.383650433E-1,2.328315699E0
5.833333333E0,3.972267492E-1,2.324304127E0
5.866666667E0,4.354163263E-1,2.233264978E0
5.900000000E0,4.425794634E-1,2.182077275E0
5.933333333E0,5.523074658E-1,2.267567435E0
5.966666667E0,7.465150107E-1,2.335661053E0
6.000000000E0,8.550070177E-1,2.295604208E0
6.033333333E0,8.720807568E-1,2.202917741E0
6.066666667E0,9.074352750E-1,2.203738173E0
6.100000000E0,1.060134309E0,2.309759452E0
6.133333333E0,1.227936051E0,2.336908446E0
6.166666667E0,1.305092468E0,2.248926531E0
6.200000000E0,1.305135287E0,2.252268513E0
6.233333333E0,1.393521528E0,2.238975055E0
6.266666667E0,1.551504618E0,2.332560280E0
6.300000000E0,1.699455235E0,2.317275808E0
6.333333333E0,1.700121163E0,2.316416906E0
6.366666667E0,1.700530648E0,2.316296780E0
6.400000000E0,1.880006365E0,2.284690276E0
6.433333333E0,2.050420881E0,2.340194236E0
6.466666667E0,2.051712308E0,2.343415548E0
6.500000000E0,2.051776814E0,2.344835643E0
6.533333333E0,2.232072287E0,2.201856668E0
6.566666667E0,2.535609166E0,2.324333859E0
6.600000000E0,2.536991260E0,2.327912178E0
6.633333333E0,2.619233091E0,2.251429682E0
6.666666667E0,2.637351811E0,2.186452006E0
6.700000000E0,2.709063077E0,2.224787825E0
6.733333333E0,2.860894364E0,2.320540601E0
6.766666667E0,3.008695912E0,2.305801771E0
6.800000000E0,3.066636056E0,2.213581376E0
6.833333333E0,3.101125536E0,2.177246856E0
6.866666667E0,3.193275369E0,2.261484716E0
6.900000000E0,3.361368436E0,2.325034597E0
6.933333333E0,3.477174731E0,2.265980381E0
6.966666667E0,3.525754527E0,2.184038789E0
7.000000000E0,3.527937565E0,2.182029304E0
7.033333333E0,3.692026922E0,2.309553267E0
7.066666667E0,3.853332476E0,2.307639972E0
7.100000000E0,3.959305251E0,2.223000739E0
7.133333333E0,3.958279166E0,2.223819906E0
7.166666667E0,3.957833232E0,2.224252200E0
7.200000000E0,4.191828890E0,2.315823026E0
7.233333333E0,4.352131223E0,2.271660844E0
7.266666667E0,4.352952268E0,2.271181220E0
7.300000000E0,4.352991934E0,2.270910046E0
7.333333333E0,4.530804151E0,2.270032272E0
7.366666667E0,4.837265812E0,2.260120239E0
7.400000000E0,4.838746876E0,2.257998855E0
7.433333333E0,4.872189719E0,2.191372511E0
7.466666667E0,4.902632662E0,2.197591559E0
7.500000000E0,5.027460005E0,2.278674170E0
7.533333333E0,5.208357580E0,2.298739065E0
7.566666667E0,5.312589422E0,2.244448615E0
7.600000000E0,5.327608267E0,2.182605002E0
7.633333333E0,5.369712262E0,2.217339556E0
7.666666667E0,5.538574719E0,2.297888771E0
7.700000000E0,5.724715173E0,2.288737001E0
7.733333333E0,5.778973985E0,2.223953296E0
7.766666667E0,5.784964707E0,2.187439479E0
7.800000000E0,5.785311620E0,2.190275922E0
7.833333333E0,6.071532544E0,2.297511759E0
7.866666667E0,6.213961683E0,2.280244043E0
7.900000000E0,6.234308829E0,2.215034127E0
7.933333333E0,6.230937911E0,2.212639539E0
7.966666667E0,6.229487791E0,2.211390513E0
8.000000000E0,6.584037292E0,2.302193758E0
8.033333333E0,6.673828228E0,2.254090181E0
8.066666667E0,6.672159175E0,2.254536831E0
8.100000000E0,6.671231643E0,2.254775312E0
8.133333333E0,6.915816780E0,2.306783100E0
8.166666667E0,7.124507370E0,2.201457825E0
8.200000000E0,7.125629329E0,2.198515923E0
8.233333333E0,7.130911757E0,2.148275977E0
8.266666667E0,7.249032429E0,2.249899849E0
8.300000000E0,7.438402640E0,2.336901752E0
8.333333333E0,7.556575775E0,2.268655889E0
8.366666667E0,7.579409289E0,2.147331442E0
8.400000000E0,7.611537425E0,2.169594258E0
8.433333333E0,7.763256706E0,2.315718760E0
8.466666667E0,7.949035487E0,2.307604999E0
8.500000000E0,8.037174198E0,2.183447821E0
8.533333333E0,8.038402779E0,2.142689876E0
8.566666667E0,8.100409425E0,2.242110246E0
8.600000000E0,8.100836415E0,2.241349782E0
8.633333333E0,8.449647581E0,2.238897776E0
8.666666667E0,8.488347603E0,2.152352863E0
8.700000000E0,8.491087641E0,2.178610642E0
8.733333333E0,8.494843003E0,2.178791915E0
8.766666667E0,8.496420071E0,2.178859207E0
8.800000000E0,8.924960108E0,2.206141165E0
8.833333333E0,8.928235144E0,2.152676276E0
8.866666667E0,8.927004078E0,2.150743925E0
8.900000000E0,8.926294610E0,2.149816569E0
8.933333333E0,9.320881030E0,2.245592430E0
8.966666667E0,9.378969139E0,2.155906895E0
9.000000000E0,9.380092291E0,2.153271592E0
9.033333333E0,9.479957287E0,2.238871594E0
9.066666667E0,9.680557083E0,2.269034975E0
9.100000000E0,9.795675583E0,2.210844206E0
9.133333333E0,9.811864582E0,2.148294357E0
9.166666667E0,9.844918893E0,2.173925124E0
9.200000000E0,9.993602097E0,2.264332817E0
9.233333333E0,1.015065594E1,2.251956007E0
9.266666667E0,1.020722061E1,2.177332049E0
9.300000000E0,1.020636129E1,2.147447083E0
9.333333333E0,1.028565109E1,2.209289677E0
9.366666667E0,1.045375972E1,2.267541626E0
9.400000000E0,1.045225366E1,2.268312678E0
9.433333333E0,1.056387308E1,2.169237433E0
9.466666667E0,1.058155818E1,2.175873826E0
9.500000000E0,1.069412971E1,2.234982421E0
9.533333333E0,1.069372476E1,2.236844486E0
9.566666667E0,1.069347267E1,2.238013410E0
9.600000000E0,1.089164803E1,2.165294510E0
9.633333333E0,1.091869650E1,2.244962058E0
9.666666667E0,1.091991425E1,2.243118055E0
9.700000000E0,1.092053638E1,2.241987879E0
9.733333333E0,1.115935948E1,2.117735672E0
9.766666667E0,1.122126060E1,2.300147264E0
9.800000000E0,1.122305597E1,2.300487201E0
9.833333333E0,1.132135696E1,2.144638156E0
9.866666667E0,1.137784660E1,2.090585795E0
9.900000000E0,1.137754247E1,2.238474341E0
9.933333333E0,1.140720956E1,2.289314213E0
9.966666667E0,1.149757186E1,2.144630321E0
1.000000000E1,1.155534216E1,2.119559856E0
1.003333333E1,1.156230560E1,2.240547403E0
1.006666667E1,1.159113509E1,2.271173674E0
1.010000000E1,1.165189849E1,2.124621569E0
1.013333333E1,1.168894514E1,2.099873643E0
1.016666667E1,1.171350535E1,2.249754079E0
1.020000000E1,1.171361872E1,2.252377876E0
1.023333333E1,1.180593275E1,2.150852820E0
1.026666667E1,1.180820517E1,2.110075217E0
1.030000000E1,1.181865463E1,2.197233203E0
1.033333333E1,1.181972714E1,2.196116740E0
1.036666667E1,1.182011219E1,2.195416233E0
1.040000000E1,1.195252750E1,2.163044574E0
1.043333333E1,1.194240076E1,2.160069110E0
1.046666667E1,1.194267769E1,2.161710666E0
1.050000000E1,1.194263054E1,2.162512920E0
1.053333333E1,1.206475039E1,2.204408156E0
1.056666667E1,1.206713855E1,2.172364356E0
1.060000000E1,1.206616745E1,2.175615729E0
1.063333333E1,1.211046010E1,2.238540808E0
1.066666667E1,1.215360515E1,2.214405961E0
1.070000000E1,1.216521189E1,2.144521251E0
1.073333333E1,1.214718662E1,2.173017583E0
1.076666667E1,1.216204763E1,2.251308426E0
1.080000000E1,1.221225068E1,2.224978924E0
1.083333333E1,1.224723212E1,2.133276127E0
1.086666667E1,1.223083635E1,2.154513143E0
1.090000000E1,1.221473283E1,2.248137600E0
1.093333333E1,1.224728228E1,2.228474398E0
1.096666667E1,1.229491150E1,2.146304487E0
1.100000000E1,1.229390549E1,2.147287152E0
1.103333333E1,1.226519565E1,2.240565719E0
1.106666667E1,1.228415517E1,2.208424270E0
1.110000000E1,1.232010410E1,2.145148133E0
1.113333333E1,1.232142745E1,2.146467168E0
1.116666667E1,1.232216869E1,2.147215462E0
1.120000000E1,1.232512699E1,2.209517938E0
1.123333333E1,1.233946356E1,2.148931266E0
1.126666667E1,1.233918615E1,2.148782714E0
1.130000000E1,1.233902783E1,2.148699956E0
1.133333333E1,1.235649567E1,2.213562979E0
1.136666667E1,1.235200296E1,2.176936895E0
1.140000000E1,1.235270689E1,2.177601377E0
1.143333333E1,1.235416526E1,2.210748113E0
1.146666667E1,1.238200359E1,2.211390533E0
1.150000000E1,1.238417423E1,2.182184418E0
1.153333333E1,1.237000331E1,2.177030273E0
1.156666667E1,1.236618046E1,2.196821842E0
1.160000000E1,1.238394302E1,2.211696482E0
1.163333333E1,1.239011285E1,2.206734853E0
1.166666667E1,1.238496253E1,2.178412788E0
1.170000000E1,1.236678867E1,2.179617674E0
1.173333333E1,1.236815242E1,2.209484581E0
1.176666667E1,1.238780471E1,2.210153656E0
1.180000000E1,1.238631181E1,2.209961095E0
1.183333333E1,1.237843921E1,2.179730125E0
1.186666667E1,1.235992490E1,2.200556262E0
1.190000000E1,1.237479675E1,2.201687049E0
1.193333333E1,1.237240680E1,2.198111869E0
1.196666667E1,1.237114096E1,2.196456850E0
1.200000000E1,1.236987383E1,2.194800613E0
1.203333333E1,1.236538218E1,2.190267045E0
1.206666667E1,1.236686480E1,2.191673962E0
1.210000000E1,1.236771825E1,2.192557404E0
1.213333333E1,1.238208073E1,2.196934945E0
1.216666667E1,1.237169207E1,2.183848520E0
1.220000000E1,1.237083235E1,2.181431765E0
1.223333333E1,1.238092163E1,2.188600315E0
1.226666667E1,1.238370539E1,2.193876335E0
1.230000000E1,1.238155665E1,2.191029379E0
1.233333333E1,1.237317447E1,2.189302635E0
1.236666667E1,1.237207889E1,2.193485146E0
1.240000000E1,1.238215673E1,2.195859545E0
1.243333333E1,1.238415880E1,2.194649991E0
1.246666667E1,1.238131478E1,2.191889265E0
1.250000000E1,1.237289680E1,2.187558767E0
1.253333333E1,1.237438348E1,2.194089452E0
1.256666667E1,1.238393500E1,2.201932576E0
